Address,City,State,Zip_Code,Rent_Per_Month,Year,Days_on_Trulia,Type,Sqft,Phone_Number,Bedroom_min,Bedroom_max,Bathroom_min,Bathroom_max,Assault,Arrest,Theft,Vandalism,Burglary,Crime_Other,Elementary_School_Count,Elementary_School_Avg_Score,Middle_School_Count,Middle_School_Avg_Score,High_School_Count,High_School_Avg_Score,Driving,Transit,Walking,Cycling,Restaurant,Groceries,Nightlife,Cafe,Shopping,Entertainment,Beauty,Active_life,Latitude,Longitude,EPA_Region,Population,Input_area.sq..miles.,Particulate_Matter,Ozone,NATA._Diesel_PM,NATA._Air_Toxics_Cancer_Risk,NATA._Respiratory_Hazard_Index,Traffic_Proximity_and_Volume,Lead_Paint_Indicator,Superfund_Proximity,RMP_Proximity,Hazardous_Waste_Proximity,Wastewater_Discharge_Indicator,Demographic_Index.,Minority_Population.,Low_Income_Population.,Linguistically_Isolated_Population.,Population_with_Less_Than_High_School_Education.,Population_under_Age_5.,Population_over_Age_64.,URL,rent_max,rent_min,Sqft_max,Sqft_min,STATEFP10,COUNTYFP10,TRACTCE10,BLOCKCE10,GEOID10,NAME10,MTFCC10,UR10,UACE10,UATYPE,FUNCSTAT10,ALAND10,AWATER10,INTPTLAT10,INTPTLON10
1446 Armacost Avenue #202,Los Angeles,CA,90025,"$4,295",2008.0,13,Multi-Family,"1,676",(310) 473-3000,3,3,2.0,2.0,37.0,2.0,576.0,,,,1.0,2.0,1.0,5.0,1.0,6.0,86.0,7.0,2.0,2.0,273.0,20.0,35.0,61.0,326.0,71.0,270.0,259.0,34.042628,-118.46086000000001,9,51315,3.14,11.6,40.4,1.78,62,3.5,3000.0,0.22,0.052000000000000005,1.4,0.081,0.0,36,43,28,8,7,5,12,https://www.trulia.com/c/ca/los-angeles/1446-armacost-ave-202-los-angeles-ca-90025--2287560527,,4295.0,,1676.0,6.0,37.0,267402.0,1011.0,60372674021011.0,Block 1011,G5040,U,51445.0,U,S,28144.0,0.0,34.0426376,-118.46156529999999
500 North Harper Avenue,Los Angeles,CA,90048,"$3,995",1927.0,13,Multi-Family,"1,900",(310) 600-9172,3,3,2.0,2.0,8.0,,186.0,,32.0,,1.0,7.0,1.0,3.0,1.0,6.0,89.0,4.0,0.0,5.0,440.0,24.0,158.0,114.0,1453.0,157.0,798.0,265.0,34.080219,-118.36905700000001,9,44560,3.14,12.1,40.3,1.64,65,3.7,2800.0,0.54,0.091,0.24,0.09,1.8,25,26,25,8,4,3,13,https://www.trulia.com/c/ca/los-angeles/500-n-harper-ave-los-angeles-ca-90048--1031068635,,3995.0,,1900.0,6.0,37.0,194402.0,3009.0,60371944023009.0,Block 3009,G5040,U,51445.0,U,S,17649.0,0.0,34.080821,-118.3696662
813 South Stanley Avenue,Los Angeles,CA,90036,"$4,850",1928.0,13,Single-Family Home,"2,357",(310) 948-1534,3,3,2.0,2.0,216.0,,1213.0,,291.0,,1.0,4.0,1.0,5.0,1.0,6.0,88.0,3.0,0.0,3.0,255.0,16.0,53.0,93.0,518.0,145.0,438.0,135.0,34.060317,-118.356873,9,48172,3.14,12.3,39.6,1.54,65,3.6,2500.0,0.68,0.091,0.16,0.095,60.0,37,49,25,9,6,6,11,https://www.trulia.com/c/ca/los-angeles/813-s-stanley-ave-los-angeles-ca-90036--2115580837,,4850.0,,2357.0,6.0,37.0,216300.0,2006.0,60372163002006.0,Block 2006,G5040,U,51445.0,U,S,29284.0,0.0,34.05911629999999,-118.3577868
351 S Van Ness Avenue,Los Angeles,CA,90020,"$3,500",1916.0,15,Single-Family Home,"1,750",(213) 380-1500,3,3,2.0,2.0,22.0,,267.0,,119.0,,1.0,7.0,1.0,7.0,1.0,6.0,76.0,17.0,0.0,5.0,512.0,33.0,90.0,106.0,506.0,54.0,345.0,91.0,34.067413,-118.31521599999999,9,73838,3.14,12.4,39.2,1.65,66,3.3,1400.0,0.49,0.14,0.21,0.14,0.26,67,85,48,32,20,5,11,https://www.trulia.com/c/ca/los-angeles/351-s-van-ness-ave-los-angeles-ca-90020--1057576641,,3500.0,,1750.0,6.0,37.0,211701.0,1001.0,60372117011001.0,Block 1001,G5040,U,51445.0,U,S,19933.0,0.0,34.0680466,-118.3156845
2309 Hauser Boulevard #4,Los Angeles,CA,90016,"$2,800",1965.0,16,Multi-Family,"1,200",(310) 999-1650,3,3,2.0,2.0,216.0,,1213.0,,291.0,,1.0,5.0,1.0,2.0,1.0,6.0,85.0,14.0,0.0,0.0,97.0,20.0,11.0,25.0,276.0,30.0,97.0,47.0,34.035940999999994,-118.361492,9,41019,3.14,12.3,39.1,1.88,59,3.5,5300.0,0.72,0.078,0.2,0.11,220.0,69,90,48,11,27,6,11,https://www.trulia.com/c/ca/los-angeles/2309-hauser-blvd-4-los-angeles-ca-90016--2344705808,,2800.0,,1200.0,6.0,37.0,218400.0,1002.0,60372184001002.0,Block 1002,G5040,U,51445.0,U,S,39505.0,0.0,34.036997899999996,-118.3616033
3816 Clinton Street,Los Angeles,CA,90004,"$4,000",,18,Single-Family Home,"1,062",(323) 616-3388,3,3,2.0,2.0,23.0,,316.0,,52.0,,1.0,5.0,1.0,7.0,1.0,7.0,77.0,19.0,0.0,1.0,288.0,44.0,62.0,54.0,311.0,46.0,206.0,52.0,34.081726,-118.28527199999999,9,81893,3.14,12.4,39.3,2.12,63,3.2,4600.0,0.59,0.22,0.76,0.23,0.063,69,82,55,25,28,6,10,https://www.trulia.com/c/ca/los-angeles/3816-clinton-st-los-angeles-ca-90004--2077188455,,4000.0,,1062.0,6.0,37.0,192700.0,1011.0,60371927001011.0,Block 1011,G5040,U,51445.0,U,S,28563.0,0.0,34.080592700000004,-118.28502649999999
1013 North New Hampshire Avenue,Los Angeles,CA,90029,"$3,400",,19,,,(818) 643-1923,3,3,2.0,2.0,168.0,,1140.0,,189.0,,1.0,5.0,1.0,7.0,0.0,0.0,64.0,29.0,0.0,6.0,355.0,58.0,75.0,56.0,493.0,86.0,249.0,66.0,34.089858,-118.292833,9,81811,3.14,12.3,39.6,2.24,62,3.2,4800.0,0.57,0.22,0.88,0.23,0.11,65,73,57,27,28,5,11,https://www.trulia.com/c/ca/los-angeles/1013-n-new-hampshire-ave-los-angeles-ca-90029--2120319798,,3400.0,,,6.0,37.0,191500.0,1001.0,60371915001001.0,Block 1001,G5040,U,51445.0,U,S,15938.0,0.0,34.0901494,-118.29333419999999
2567 South Bundy Drive,Los Angeles,CA,90064,"$6,600",,19,Single-Family Home,"1,406",(310) 751-4705,3,3,2.0,2.0,9.0,,161.0,,59.0,,1.0,5.0,1.0,2.0,1.0,6.0,94.0,3.0,0.0,1.0,159.0,12.0,32.0,32.0,193.0,63.0,107.0,132.0,34.025496000000004,-118.447157,9,24593,3.14,11.7,40.0,1.96,58,3.6,7000.0,0.55,0.05,0.38,0.1,0.0,37,49,25,7,7,5,16,https://www.trulia.com/c/ca/los-angeles/2567-s-bundy-dr-los-angeles-ca-90064--2115682135,,6600.0,,1406.0,6.0,37.0,271300.0,3014.0,60372713003014.0,Block 3014,G5040,U,51445.0,U,S,31059.0,0.0,34.0255295,-118.4477325
10705 South Figueroa Street #1,Los Angeles,CA,90061,"$1,900",,24,Multi-Family,"1,040",(951) 506-9683,3,3,2.0,2.0,71.0,,238.0,,,,1.0,3.0,0.0,0.0,0.0,0.0,86.0,14.0,0.0,0.0,38.0,14.0,1.0,2.0,34.0,1.0,9.0,3.0,33.938805,-118.282645,9,53030,3.14,12.5,37.1,2.35,55,4.2,4800.0,0.63,0.11,0.32,0.16,0.2,83,99,67,15,43,10,7,https://www.trulia.com/c/ca/los-angeles/10705-s-figueroa-st-1-los-angeles-ca-90061--2352025359,,1900.0,,1040.0,6.0,37.0,241201.0,3006.0,60372412013006.0,Block 3006,G5040,U,51445.0,U,S,19277.0,0.0,33.9386736,-118.283697
209 South Detroit Street,Los Angeles,CA,90036,"$4,500",1930.0,29,Multi-Family,"2,500",(619) 630-1163,3,3,2.0,2.0,5.0,,95.0,,24.0,,1.0,7.0,1.0,7.0,1.0,6.0,88.0,3.0,0.0,3.0,239.0,16.0,58.0,78.0,729.0,127.0,282.0,129.0,34.070741999999996,-118.345205,9,38128,3.14,12.3,39.7,1.5,63,3.5,1700.0,0.69,0.1,0.2,0.1,23.0,30,36,25,9,3,5,10,https://www.trulia.com/c/ca/los-angeles/209-s-detroit-st-los-angeles-ca-90036--1056237095,,4500.0,,2500.0,6.0,37.0,214000.0,4009.0,60372140004009.0,Block 4009,G5040,U,51445.0,U,S,23254.0,0.0,34.0699769,-118.34565490000001
10616 Wellworth Avenue,Los Angeles,CA,90024,"$6,600",1929.0,32,Single-Family Home,"2,062",(310) 418-7054,3,3,2.0,2.0,3.0,,174.0,,42.0,,1.0,9.0,1.0,5.0,1.0,6.0,82.0,3.0,0.0,12.0,295.0,12.0,39.0,56.0,361.0,64.0,250.0,97.0,34.059362,-118.43323799999999,9,40543,3.14,11.9,40.4,1.67,62,3.6,2000.0,0.32,0.06,0.31,0.081,0.0,29,33,25,9,4,3,18,https://www.trulia.com/c/ca/los-angeles/10616-wellworth-ave-los-angeles-ca-90024--1001758890,,6600.0,,2062.0,6.0,37.0,265602.0,2006.0,60372656022006.0,Block 2006,G5040,U,51445.0,U,S,24923.0,0.0,34.058786700000006,-118.43378429999999
726 South Orange Grove Boulevard,Los Angeles,CA,90033,"$3,975",,31,Multi-Family,"1,500",(310) 837-8555,3,3,2.0,2.0,111.0,,641.0,,94.0,,0.0,0.0,1.0,6.0,2.0,4.0,73.0,17.0,0.0,7.0,163.0,34.0,16.0,21.0,135.0,18.0,45.0,22.0,34.133395,-118.158723,9,15920,3.14,11.5,40.8,1.36,52,2.4,1300.0,0.4,0.23,1.6,0.11,0.0015,35,49,21,6,5,5,19,https://www.trulia.com/c/ca/los-angeles/726-s-orange-grove-blvd-los-angeles-ca-90033--2351759033,,3975.0,,1500.0,6.0,37.0,463900.0,1004.0,60374639001004.0,Block 1004,G5040,U,51445.0,U,S,35735.0,0.0,34.1334804,-118.1571723
3727 San Rafael Avenue,Los Angeles,CA,90065,"$4,250",,31,Multi-Family,"2,149",(310) 500-3307,3,3,2.0,2.0,18.0,,103.0,,14.0,,1.0,9.0,1.0,5.0,3.0,5.0,85.0,11.0,0.0,1.0,48.0,12.0,7.0,7.0,44.0,4.0,25.0,24.0,34.099685,-118.21973899999999,9,29169,3.14,12.1,39.5,1.93,57,2.9,1900.0,0.68,0.3,1.1,0.33,1.7,68,84,51,18,36,6,12,https://www.trulia.com/c/ca/los-angeles/3727-san-rafael-ave-los-angeles-ca-90065--2077451229,,4250.0,,2149.0,6.0,37.0,185204.0,1000.0,60371852041000.0,Block 1000,G5040,U,51445.0,U,S,497581.0,0.0,34.103185499999995,-118.2215874
12321 Ocean Park Boulevard #18,Los Angeles,CA,90064,"$4,750",1981.0,40,,"1,755",(310) 616-6213,3,3,2.0,2.0,9.0,,158.0,,59.0,,1.0,5.0,1.0,2.0,1.0,6.0,94.0,3.0,0.0,1.0,117.0,10.0,28.0,28.0,158.0,60.0,90.0,133.0,34.023309999999995,-118.44855600000001,9,25225,3.14,11.7,40.0,1.9,58,3.5,6200.0,0.58,0.049,0.37,0.1,0.0,36,47,25,7,6,5,16,https://www.trulia.com/c/ca/los-angeles/12321-ocean-park-blvd-18-los-angeles-ca-90064--2077439113,,4750.0,,1755.0,6.0,37.0,271300.0,5006.0,60372713005006.0,Block 5006,G5040,U,51445.0,U,S,96516.0,0.0,34.0221931,-118.4465365
136 1/2 North Carondelet Street,Los Angeles,CA,90026,"$3,500",2017.0,39,Multi-Family,"1,382",Phone not provided,3,3,2.0,2.0,227.0,,899.0,,,,0.0,0.0,1.0,5.0,1.0,5.0,79.0,18.0,0.0,2.0,320.0,43.0,72.0,64.0,354.0,67.0,200.0,72.0,34.069641,-118.27433899999998,9,97451,3.14,12.4,38.8,2.15,68,3.6,3600.0,0.53,0.19,1.1,0.21,0.02,77,91,63,35,37,6,9,https://www.trulia.com/c/ca/los-angeles/136-1-2-n-carondelet-st-los-angeles-ca-90026--2345553065,,3500.0,,1382.0,6.0,37.0,208501.0,2004.0,60372085012004.0,Block 2004,G5040,U,51445.0,U,S,20235.0,0.0,34.0692064,-118.2739841
238 North Irving Boulevard,Los Angeles,CA,90004,"$3,950",1923.0,38,Multi-Family,"1,600",(323) 482-4733,3,3,2.0,2.0,22.0,,271.0,,120.0,,1.0,6.0,1.0,7.0,1.0,6.0,77.0,19.0,0.0,1.0,324.0,27.0,64.0,68.0,410.0,70.0,260.0,74.0,34.075611,-118.31843700000002,9,51302,3.14,12.3,39.5,1.57,61,3.0,1700.0,0.51,0.15,0.36,0.15,0.02,62,78,46,28,20,6,11,https://www.trulia.com/c/ca/los-angeles/238-n-irving-blvd-los-angeles-ca-90004--2115448077,,3950.0,,1600.0,6.0,37.0,211500.0,3001.0,60372115003001.0,Block 3001,G5040,U,51445.0,U,S,42607.0,0.0,34.07463189999999,-118.317776
138 North Carondelet Street,Los Angeles,CA,90026,"$3,400",2017.0,39,Multi-Family,"1,251",Phone not provided,3,3,2.0,2.0,227.0,,899.0,,,,0.0,0.0,1.0,5.0,1.0,5.0,79.0,18.0,0.0,2.0,320.0,43.0,72.0,64.0,354.0,67.0,200.0,72.0,34.069656,-118.27432900000001,9,96599,3.14,12.4,38.8,2.15,68,3.6,3600.0,0.52,0.19,1.1,0.21,0.02,77,91,63,35,37,6,9,https://www.trulia.com/c/ca/los-angeles/138-n-carondelet-st-los-angeles-ca-90026--2345553478,,3400.0,,1251.0,6.0,37.0,208501.0,2004.0,60372085012004.0,Block 2004,G5040,U,51445.0,U,S,20235.0,0.0,34.0692064,-118.2739841
645 North Cherokee Avenue,Los Angeles,CA,90004,"$4,950",1953.0,41,Single-Family Home,"1,502",(323) 762-2517,3,3,2.0,2.0,22.0,,267.0,,119.0,,1.0,7.0,1.0,3.0,1.0,6.0,77.0,19.0,0.0,1.0,250.0,21.0,81.0,65.0,678.0,195.0,296.0,139.0,34.083288,-118.33524299999999,9,35702,3.14,12.2,40.0,1.65,61,3.2,1900.0,0.57,0.13,0.48,0.13,0.18,39,41,37,14,13,5,11,https://www.trulia.com/c/ca/los-angeles/645-n-cherokee-ave-los-angeles-ca-90004--2115452633,,4950.0,,1502.0,6.0,37.0,191902.0,2020.0,60371919022020.0,Block 2020,G5040,U,51445.0,U,S,16700.0,0.0,34.082684,-118.335718
12600 Greene Avenue,Los Angeles,CA,90066,"$6,000",1955.0,70,Single-Family Home,"1,218",(323) 974-9373,3,3,2.0,2.0,26.0,5.0,278.0,,,,1.0,6.0,1.0,3.0,1.0,6.0,89.0,7.0,0.0,1.0,133.0,14.0,24.0,21.0,211.0,31.0,204.0,127.0,33.989342,-118.42681699999999,9,36677,3.14,11.8,39.4,1.73,58,4.6,2100.0,0.34,0.05,0.18,0.16,95.0,46,59,33,9,14,5,13,https://www.trulia.com/c/ca/los-angeles/12600-greene-ave-los-angeles-ca-90066--2077461393,,6000.0,,1218.0,6.0,37.0,275311.0,2014.0,60372753112014.0,Block 2014,G5040,U,51445.0,U,S,17189.0,0.0,33.9886375,-118.42737930000001
11162 Exposition Boulevard #101,Los Angeles,CA,90064,"$4,250",,59,Multi-Family,,(310) 849-4742,3,3,2.0,2.0,37.0,2.0,576.0,,,,3.0,7.0,1.0,2.0,1.0,6.0,94.0,3.0,0.0,1.0,230.0,12.0,32.0,37.0,358.0,55.0,213.0,147.0,34.035259,-118.433449,9,32601,3.14,11.9,40.0,2.17,61,3.8,10000.0,0.44,0.054000000000000006,0.33,0.099,1.2,35,46,24,8,6,6,13,https://www.trulia.com/c/ca/los-angeles/11162-exposition-blvd-101-los-angeles-ca-90064--2308679876,,4250.0,,,6.0,37.0,271100.0,3001.0,60372711003001.0,Block 3001,G5040,U,51445.0,U,S,24935.0,0.0,34.0342197,-118.4328567
1260 South Corning Street #205,Los Angeles,CA,90035,"$3,795",2010.0,51,Multi-Family,"1,630",(310) 625-3001,3,3,2.0,2.0,5.0,,61.0,,34.0,,1.0,4.0,1.0,5.0,1.0,6.0,93.0,2.0,0.0,2.0,238.0,15.0,25.0,57.0,457.0,85.0,519.0,134.0,34.054031,-118.377303,9,45271,3.14,12.2,39.7,1.52,62,3.5,2400.0,0.64,0.076,0.15,0.094,57.0,36,42,29,9,10,6,14,https://www.trulia.com/c/ca/los-angeles/1260-s-corning-st-205-los-angeles-ca-90035--2115571286,,3795.0,,1630.0,6.0,37.0,216401.0,1005.0,60372164011005.0,Block 1005,G5040,U,51445.0,U,S,44442.0,0.0,34.0552633,-118.3767502
1301 South Rimpau Boulevard,Los Angeles,CA,90019,"$3,700",1940.0,75,Single-Family Home,"1,920",(323) 797-1314,3,3,2.0,2.0,217.0,,1227.0,,292.0,,1.0,4.0,1.0,7.0,1.0,4.0,83.0,15.0,0.0,0.0,170.0,24.0,31.0,42.0,293.0,60.0,175.0,66.0,34.050799,-118.33619399999999,9,47338,3.14,12.4,39.1,1.54,59,3.1,2500.0,0.76,0.09699999999999999,0.16,0.1,62.0,65,84,45,16,23,6,12,https://www.trulia.com/c/ca/los-angeles/1301-s-rimpau-blvd-los-angeles-ca-90019--2115517117,,3700.0,,1920.0,6.0,37.0,217200.0,1005.0,60372172001005.0,Block 1005,G5040,U,51445.0,U,S,32022.0,0.0,34.049862899999994,-118.33718629999998
4015 West Jefferson Boulevard,Los Angeles,CA,90016,"$2,500",1940.0,12,,"1,128",(323) 457-2072,3,3,2.0,2.0,69.0,,335.0,,,,0.0,0.0,0.0,0.0,1.0,2.0,85.0,14.0,0.0,0.0,103.0,19.0,15.0,12.0,178.0,20.0,74.0,27.0,34.02559,-118.339983,9,45064,3.14,12.4,38.7,1.59,56,3.5,3600.0,0.71,0.081,0.27,0.12,35.0,75,96,54,14,27,8,12,https://www.trulia.com/c/ca/los-angeles/4015-w-jefferson-blvd-los-angeles-ca-90016--2115503575,,2500.0,,1128.0,6.0,37.0,220000.0,2004.0,60372200002004.0,Block 2004,G5040,U,51445.0,U,S,22194.0,0.0,34.026583,-118.3399875
420 North Harvard Boulevard,Los Angeles,CA,90004,"$3,800",,12,Single-Family Home,,(323) 403-7739,3,3,2.0,2.0,168.0,,1140.0,,189.0,,1.0,3.0,1.0,5.0,1.0,6.0,77.0,19.0,0.0,1.0,433.0,60.0,83.0,75.0,470.0,61.0,296.0,65.0,34.078285,-118.30458,9,100122,3.14,12.4,39.4,2.02,64,3.3,3400.0,0.52,0.17,0.44,0.17,0.0,73,88,58,34,30,6,8,https://www.trulia.com/c/ca/los-angeles/420-n-harvard-blvd-los-angeles-ca-90004--2115449868,,3800.0,,,6.0,37.0,192520.0,2004.0,60371925202004.0,Block 2004,G5040,U,51445.0,U,S,15708.0,0.0,34.0783241,-118.30401780000001
1401 South Saint Andrews Place #202,Los Angeles,CA,90019,"$3,000",2007.0,13,Multi-Family,"1,110",(213) 718-7766,3,3,2.0,2.0,216.0,,1213.0,,291.0,,1.0,5.0,1.0,5.0,0.0,0.0,83.0,15.0,0.0,0.0,362.0,47.0,46.0,51.0,366.0,34.0,229.0,49.0,34.046065000000006,-118.311623,9,78536,3.14,12.4,38.8,1.76,62,3.2,3000.0,0.58,0.11,0.21,0.13,3.5,78,94,63,35,34,6,11,https://www.trulia.com/c/ca/los-angeles/1401-s-saint-andrews-pl-202-los-angeles-ca-90019--2121055054,,3000.0,,1110.0,6.0,37.0,221304.0,2000.0,60372213042000.0,Block 2000,G5040,U,51445.0,U,S,26791.0,0.0,34.04627670000001,-118.3123135
1545 South Bentley Avenue #304,Los Angeles,CA,90025,"$4,150",,12,Multi-Family,"1,600",(959) 652-8372,3,3,2.0,2.0,3.0,,174.0,,42.0,,2.0,8.0,1.0,5.0,1.0,6.0,86.0,7.0,2.0,2.0,376.0,17.0,43.0,66.0,395.0,82.0,353.0,220.0,34.049784,-118.444926,9,48317,3.14,11.8,40.3,1.83,65,3.8,3500.0,0.23,0.055999999999999994,0.57,0.083,0.0,37,42,32,9,6,4,13,https://www.trulia.com/c/ca/los-angeles/1545-s-bentley-ave-304-los-angeles-ca-90025--2185853607,,4150.0,,1600.0,6.0,37.0,265520.0,3001.0,60372655203001.0,Block 3001,G5040,U,51445.0,U,S,16085.0,0.0,34.0500096,-118.44569709999999
6201 Whitworth Drive,Los Angeles,CA,90035,"$4,100",,12,Multi-Family,"1,850",(310) 721-0092,3,3,2.0,2.0,217.0,,1227.0,,292.0,,1.0,4.0,1.0,5.0,1.0,6.0,93.0,2.0,0.0,2.0,238.0,17.0,35.0,63.0,463.0,108.0,512.0,136.0,34.056046,-118.367369,9,44856,3.14,12.2,39.6,1.51,63,3.6,2600.0,0.66,0.08199999999999999,0.15,0.09300000000000001,67.0,36,46,27,9,7,6,14,https://www.trulia.com/c/ca/los-angeles/6201-whitworth-dr-los-angeles-ca-90035--1008727821,,4100.0,,1850.0,6.0,37.0,216800.0,1002.0,60372168001002.0,Block 1002,G5040,U,51445.0,U,S,28068.0,0.0,34.057277500000005,-118.3670635
1133 West 39th Place,Los Angeles,CA,90037,"$2,600",2014.0,12,Multi-Family,"1,500",(310) 948-4048,3,3,2.0,2.0,131.0,,445.0,,,,1.0,5.0,1.0,5.0,1.0,5.0,69.0,21.0,0.0,3.0,156.0,23.0,16.0,20.0,90.0,30.0,56.0,19.0,34.014228,-118.29554099999999,9,62248,3.14,12.6,38.0,1.58,54,3.1,3100.0,0.68,0.08900000000000001,0.66,0.18,0.0,83,94,71,25,46,7,8,https://www.trulia.com/c/ca/los-angeles/1133-w-39th-pl-los-angeles-ca-90037--1045359366,,2600.0,,1500.0,6.0,37.0,231220.0,1006.0,60372312201006.0,Block 1006,G5040,U,51445.0,U,S,15954.0,0.0,34.0148096,-118.2953368
11010 Exposition Boulevard,Los Angeles,CA,90064,"$4,275",1941.0,13,Single-Family Home,"1,191",(310) 482-2200,3,3,2.0,2.0,37.0,2.0,576.0,,,,3.0,7.0,1.0,2.0,1.0,6.0,94.0,3.0,0.0,1.0,213.0,11.0,31.0,35.0,347.0,50.0,205.0,141.0,34.035538,-118.43155,9,31933,3.14,11.9,40.0,2.15,61,3.7,9900.0,0.45,0.055,0.31,0.1,2.4,35,45,24,8,5,6,14,https://www.trulia.com/c/ca/los-angeles/11010-exposition-blvd-los-angeles-ca-90064--1001801425,,4275.0,,1191.0,6.0,37.0,271100.0,3003.0,60372711003003.0,Block 3003,G5040,U,51445.0,U,S,18401.0,0.0,34.0348169,-118.4309934
3760 Wellington Road,Los Angeles,CA,90016,"$2,750",1941.0,13,Single-Family Home,"1,488",(310) 665-1145,3,3,2.0,2.0,69.0,,335.0,,,,0.0,0.0,0.0,0.0,1.0,2.0,85.0,14.0,0.0,0.0,110.0,13.0,14.0,17.0,186.0,21.0,107.0,22.0,34.018045,-118.338291,9,42818,3.14,12.4,38.6,1.35,55,3.6,1200.0,0.7,0.077,0.41,0.13,20.0,74,97,52,12,23,7,13,https://www.trulia.com/c/ca/los-angeles/3760-wellington-rd-los-angeles-ca-90016--2077220549,,2750.0,,1488.0,6.0,37.0,236100.0,5001.0,60372361005001.0,Block 5001,G5040,U,51445.0,U,S,25763.0,0.0,34.0169633,-118.33892009999998
838 South Barrington Avenue #403,Los Angeles,CA,90049,"$4,200",1974.0,13,Multi-Family,"1,522",(310) 393-5288,3,3,2.0,2.0,37.0,2.0,576.0,,,,1.0,5.0,1.0,8.0,1.0,6.0,94.0,2.0,0.0,3.0,162.0,12.0,21.0,40.0,209.0,38.0,217.0,169.0,34.054123,-118.466124,9,35201,3.14,11.6,40.6,1.57,59,3.2,2200.0,0.23,0.053,1.5,0.076,0.0,28,32,23,5,4,4,15,https://www.trulia.com/c/ca/los-angeles/838-s-barrington-ave-403-los-angeles-ca-90049--2115652497,,4200.0,,1522.0,6.0,37.0,264103.0,1002.0,60372641031002.0,Block 1002,G5040,U,51445.0,U,S,44990.0,0.0,34.0554615,-118.46536670000002
147 North Berendo Street #2,Los Angeles,CA,90004,"$3,200",2009.0,13,Multi-Family,"1,410",(310) 713-2812,3,3,2.0,2.0,168.0,,1140.0,,189.0,,1.0,4.0,1.0,5.0,1.0,5.0,77.0,19.0,0.0,1.0,540.0,53.0,105.0,118.0,489.0,56.0,362.0,82.0,34.074117,-118.294215,9,107427,3.14,12.4,39.2,2.0,66,3.4,3200.0,0.47,0.18,0.48,0.19,0.00042,74,90,57,33,28,6,8,https://www.trulia.com/c/ca/los-angeles/147-n-berendo-st-2-los-angeles-ca-90004--2115446392,,3200.0,,1410.0,6.0,37.0,211202.0,1004.0,60372112021004.0,Block 1004,G5040,U,51445.0,U,S,22745.0,0.0,34.073601000000004,-118.2948
3859 South Cochran Avenue,Los Angeles,CA,90008,"$3,800",1964.0,13,Single-Family Home,"1,624",(310) 256-3038,3,3,2.0,2.0,5.0,,35.0,,8.0,,1.0,5.0,0.0,0.0,1.0,2.0,90.0,8.0,0.0,0.0,38.0,3.0,1.0,12.0,74.0,5.0,29.0,17.0,34.016471,-118.36174199999999,9,29558,3.14,12.3,38.8,1.43,55,3.6,1400.0,0.66,0.07200000000000001,0.37,0.14,56.0,74,95,54,10,25,7,12,https://www.trulia.com/c/ca/los-angeles/3859-s-cochran-ave-los-angeles-ca-90008--1057795388,,3800.0,,1624.0,6.0,37.0,236000.0,1007.0,60372360001007.0,Block 1007,G5040,U,51445.0,U,S,17761.0,0.0,34.017213,-118.3618222
203 N Avenue 49 #49,Los Angeles,CA,90042,"$2,950",1983.0,16,Multi-Family,"1,179",(818) 851-2425,3,3,2.0,2.0,39.0,,368.0,,58.0,,1.0,3.0,2.0,6.0,1.0,7.0,89.0,9.0,0.0,1.0,80.0,16.0,14.0,13.0,105.0,12.0,66.0,35.0,34.104808,-118.204305,9,35226,3.14,11.9,39.9,1.66,54,2.6,1600.0,0.62,0.21,0.67,0.22,0.053,68,84,52,18,34,6,11,https://www.trulia.com/c/ca/los-angeles/203-n-avenue-49-49-los-angeles-ca-90042--2115596494,,2950.0,,1179.0,6.0,37.0,185100.0,2014.0,60371851002014.0,Block 2014,G5040,U,51445.0,U,S,16748.0,0.0,34.105675700000006,-118.2044186
9300 South Main Street,Los Angeles,CA,90003,"$2,200",2006.0,16,Multi-Family,"1,200",(323) 388-7711,3,3,2.0,2.0,222.0,2.0,577.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,80.0,18.0,0.0,0.0,55.0,17.0,4.0,3.0,56.0,1.0,27.0,4.0,33.951797,-118.27383799999998,9,59052,3.14,12.6,37.1,2.06,55,4.0,4900.0,0.65,0.12,0.37,0.19,0.15,85,99,70,15,47,9,6,https://www.trulia.com/c/ca/los-angeles/9300-s-main-st-los-angeles-ca-90003--1007638602,,2200.0,,1200.0,6.0,37.0,240500.0,1000.0,60372405001000.0,Block 1000,G5040,U,51445.0,U,S,18846.0,0.0,33.95149970000001,-118.2727838
1411 North Stanley Avenue,Los Angeles,CA,90046,"$6,500",,16,Single-Family Home,"1,626",(323) 450-7704,3,3,2.0,2.0,180.0,1.0,983.0,,,,1.0,8.0,1.0,3.0,1.0,6.0,88.0,6.0,0.0,4.0,299.0,26.0,148.0,72.0,734.0,183.0,515.0,215.0,34.096554,-118.356095,9,50354,3.14,12.1,40.5,1.94,64,3.6,2700.0,0.49,0.11,0.58,0.1,0.0027,31,28,33,12,5,2,13,https://www.trulia.com/c/ca/los-angeles/1411-n-stanley-ave-los-angeles-ca-90046--2115626185,,6500.0,,1626.0,6.0,37.0,189800.0,1003.0,60371898001003.0,Block 1003,G5040,U,51445.0,U,S,18451.0,0.0,34.097093900000004,-118.356594
