Address,City,State,Zip_Code,Rent_Per_Month,Year,Days_on_Trulia,Type,Sqft,Phone_Number,Bedroom_min,Bedroom_max,Bathroom_min,Bathroom_max,Assault,Arrest,Theft,Vandalism,Burglary,Crime_Other,Elementary_School_Count,Elementary_School_Avg_Score,Middle_School_Count,Middle_School_Avg_Score,High_School_Count,High_School_Avg_Score,Latitude,Longitude,EPA_Region,Population,Input_area(sq. miles),Particulate_Matter,Ozone,NATA*_Diesel_PM,NATA*_Air_Toxics_Cancer_Risk,NATA*_Respiratory_Hazard_Index,Traffic_Proximity_and_Volume,Lead_Paint_Indicator,Superfund_Proximity,RMP_Proximity,Hazardous_Waste_Proximity,Wastewater_Discharge_Indicator,Demographic_Index%,Minority_Population%,Low_Income_Population%,Linguistically_Isolated_Population%,Population_with_Less_Than_High_School_Education%,Population_under_Age_5%,Population_over_Age_64%,URL
305 E White St #9,Champaign,IL,61820,$950,NA,124,Multi-Family Home,835,(217) 356-8750,3,3,1,1,1,3,2,1,2,1,10,4,6,4,2,4,40.114406,-88.234691,5,34035,3.14,10.3,39,2.39,46,2.2,310,0.3,0.047,2.1,1.6,0.98,61,42,80,9,7,1,3,https://www.trulia.com/rental/4036613680-305-E-White-St-9-Champaign-IL-61820
606 E Stoughton St,Champaign,IL,61820,"$2,680",NA,137,Multi-Family Home,"1,186",(217) 764-8034,4,4,3,3,1,3,2,1,2,1,10,5,6,4,2,4,40.113544,-88.229690,5,36640,3.14,10.3,39,2.28,45,2.2,280,0.26,0.047,2,1.7,1,62,43,81,11,8,1,2,https://www.trulia.com/rental/3213972393-606-E-Stoughton-St-Champaign-IL-61820
606 W John St,Champaign,IL,61820,"$1,300",NA,149,Single-Family Home,"1,354",(217) 356-8750,3,3,1,1,1,3,4,1,1,0,10,5,6,4,2,4,40.109044,-88.252393,5,24468,3.14,10.4,39.1,2.14,44,2,340,0.49,0.046,1.9,0.74,0.61,44,26,59,4,4,2,5,https://www.trulia.com/rental/4035104336-606-W-John-St-Champaign-IL-61820
208 E White St #5,Champaign,IL,61820,$899,NA,125,Multi-Family Home,900,(217) 356-8750,4,4,1,1,1,3,2,1,2,1,10,4,6,4,2,4,40.114462,-88.236122,5,33405,3.14,10.3,39,2.41,46,2.2,320,0.3,0.047,2.1,1.5,0.95,61,42,79,9,7,1,3,https://www.trulia.com/rental/4007702194-208-E-White-St-5-Champaign-IL-61820
508 S 1st St #1,Champaign,IL,61820,"$1,800",NA,125,Multi-Family Home,"2,000",(217) 356-8750,4,4,1,1,1,3,2,1,2,1,10,4,6,4,2,4,40.111856,-88.238688,5,32031,3.14,10.3,39,2.44,46,2.2,320,0.33,0.047,2,1.4,0.93,59,38,78,8,6,1,3,https://www.trulia.com/rental/3193660263-508-S-1st-St-1-Champaign-IL-61820
2005 Clover Ln,Champaign,IL,61821,"$1,590",NA,180+,Single-Family Home,"2,052",(217) 840-0388,4,4,2,2,1,3,3,2,1,0,10,5,6,4,2,5,40.090535,-88.279673,5,11848,3.14,10.3,39.2,0.864,34,1.3,30,0.2,0.04,0.77,0.18,0.011,22,24,20,2,3,6,17,https://www.trulia.com/rental/4008854189-2005-Clover-Ln-Champaign-IL-61821
107 E Daniel St #204,Champaign,IL,61820,"$1,825",NA,145,Multi-Family Home,NA,(217) 384-5555,4,4,2,2,1,3,2,1,2,1,10,5,6,4,2,4,40.107920,-88.237723,5,31719,3.14,10.3,39,2.4,46,2.2,300,0.3,0.046,1.9,1.4,0.93,59,37,80,9,6,1,2,https://www.trulia.com/rental/4000817485-107-E-Daniel-St-204-Champaign-IL-61820
202 E White St #38,Champaign,IL,61820,$950,NA,118,Multi-Family Home,840,(217) 356-8750,2,2,1,1,1,3,2,1,2,1,10,4,6,4,2,4,40.114462,-88.236594,5,32960,3.14,10.3,39,2.43,46,2.2,320,0.31,0.047,2.1,1.5,0.95,61,42,79,9,7,1,3,https://www.trulia.com/rental/4036916185-202-E-White-St-38-Champaign-IL-61820
2213 Melrose Dr #A,Champaign,IL,61820,$780,1976,131,Townhome,870,(217) 637-1322,2,2,1,1,1,3,4,1,1,0,10,5,6,4,2,4,40.084568,-88.254784,5,7688,3.14,10.4,39.1,0.701,33,1.2,97,0.12,0.04,0.62,0.24,0.032,17,18,16,3,2,6,22,https://www.trulia.com/rental/4036184063-2213-Melrose-Dr-A-Champaign-IL-61820
502 W Hill St #105,Champaign,IL,61820,$695,1979,180+,Multi-Family Home,800,(217) 493-3281,2,2,1,1,0,4,4,1,1,0,10,4,6,4,2,4,40.119239,-88.250481,5,17354,3.14,10.3,39.1,2.2,43,2.1,510,0.55,0.047,2.4,0.71,0.59,48,38,58,5,6,4,7,https://www.trulia.com/rental/4018568277-502-W-Hill-St-105-Champaign-IL-61820
1101 W Springfield Ave,Champaign,IL,61821,"$1,250",NA,168,Single-Family Home,NA,(217) 377-8850,4,4,2,2,1,3,4,1,1,0,10,5,6,4,2,4,40.112645,-88.262761,5,14884,3.14,10.3,39.1,1.61,39,1.8,400,0.68,0.045,2.2,0.45,0.15,30,25,35,2,4,6,11,https://www.trulia.com/rental/3060637654-1101-W-Springfield-Ave-Champaign-IL-61821
205 W John St,Champaign,IL,61820,"$1,350",NA,180+,Single-Family Home,"1,500",(217) 239-4300,4,4,2,2,1,3,2,1,2,1,10,5,6,4,2,4,40.108976,-88.245661,5,29951,3.14,10.3,39.1,2.49,46,2.3,330,0.38,0.046,1.9,0.91,0.79,53,32,71,7,5,1,3,https://www.trulia.com/rental/3046460909-205-W-John-St-Champaign-IL-61820
1719 Westhaven Dr,Champaign,IL,61820,"$1,000",NA,134,Single-Family Home,"1,225",(217) 693-5676,3,3,1,1,1,3,4,1,1,0,10,5,6,4,2,4,40.095647,-88.252429,5,11542,3.14,10.4,39.1,1.04,36,1.5,170,0.39,0.043,1.2,0.49,0.17,29,21,31,2,2,4,10,https://www.trulia.com/rental/4036009003-1719-Westhaven-Dr-Champaign-IL-61820
212 W Hill St #D,Champaign,IL,61820,"$1,130",1920,153,Multi-Family Home,"1,100",(217) 359-7210,2,2,1,1,2,1,2,2,0,3,10,4,6,4,2,4,40.119277,-88.246602,5,23090,3.14,10.3,39.1,2.6,46,2.3,480,0.42,0.047,2.2,0.89,0.83,56,40,70,7,7,3,5,https://www.trulia.com/rental/4034711339-212-W-Hill-St-D-Champaign-IL-61820
107 E Daniel St #102,Champaign,IL,61820,"$1,800",NA,145,Multi-Family Home,NA,(217) 384-5555,4,4,2,2,1,3,2,1,2,1,10,5,6,4,2,4,40.107920,-88.237723,5,31719,3.14,10.3,39,2.4,46,2.2,300,0.3,0.046,1.9,1.4,0.93,59,37,80,9,6,1,2,https://www.trulia.com/rental/4035328258-107-E-Daniel-St-102-Champaign-IL-61820
505 S 1st St #301,Champaign,IL,61820,"$2,400",2016,124,Multi-Family Home,"1,500",(217) 356-8750,3,3,2,2,1,3,2,1,2,1,10,4,6,4,2,4,40.111867,-88.238756,5,31742,3.14,10.3,39,2.45,46,2.2,330,0.33,0.047,2,1.3,0.9,58,38,77,8,6,1,3,https://www.trulia.com/rental/3221301385-505-S-1st-St-301-Champaign-IL-61820
2326 W John St,Champaign,IL,61821,$820,NA,180+,Multi-Family Home,"1,010",(217) 615-5106,2,2,1,1,1,3,3,2,1,0,10,4,6,4,2,5,40.109366,-88.284817,5,13070,3.14,10.3,39.2,1.31,36,1.5,260,0.37,0.042,1.5,0.19,0.038,36,37,34,4,5,8,13,https://www.trulia.com/rental/3213960014-2326-W-John-St-Champaign-IL-61821
2019 Cynthia Dr,Champaign,IL,61821,$595,NA,180+,Multi-Family Home,825,(217) 378-4683,2,2,1,1,0,1,6,1,0,2,10,4,6,4,2,5,40.137337,-88.274946,5,5748,3.14,10.3,39.1,1.57,36,1.8,500,0.32,0.049,4.3,0.32,0.083,63,63,63,9,15,7,10,https://www.trulia.com/rental/4007569640-2019-Cynthia-Dr-Champaign-IL-61821
1922 Barberry Cir,Champaign,IL,61821,"$1,600",NA,18,Single-Family Home,"1,950",(217) 419-7831,3,3,2,2,1,3,4,1,1,0,10,5,6,4,2,5,40.090376,-88.277618,5,12126,3.14,10.3,39.2,0.836,34,1.3,31,0.2,0.04,0.76,0.19,0.012,20,22,18,2,3,6,17,https://www.trulia.com/rental/4002655158-1922-Barberry-Cir-Champaign-IL-61821
1801 Valley Rd #B,Champaign,IL,61820,$659,NA,18,Multi-Family Home,860,(217) 419-3225,2,2,1,1,1,3,2,1,2,1,10,5,6,4,2,4,40.095754,-88.249396,5,13420,3.14,10.4,39.1,1.34,38,1.6,210,0.37,0.044,1.4,0.59,0.24,36,22,45,2,2,3,7,https://www.trulia.com/rental/4041581881-1801-Valley-Rd-B-Champaign-IL-61820
2014 W William St,Champaign,IL,61821,$805,NA,11,Single-Family Home,"1,140",(217) 239-4300,3,3,1,1,1,3,3,2,1,0,10,4,6,4,2,5,40.106165,-88.280801,5,14249,3.14,10.3,39.2,1.27,36,1.5,220,0.39,0.042,1.5,0.2,0.036,34,36,32,4,5,8,14,https://www.trulia.com/rental/4041900436-2014-W-William-St-Champaign-IL-61821
1811 Valley Rd #A,Champaign,IL,61820,$850,1968,19,Multi-Family Home,860,(217) 356-4012,2,2,1,1,1,3,2,1,2,1,10,5,6,4,2,4,40.095638,-88.249396,5,13449,3.14,10.4,39.1,1.34,38,1.6,210,0.37,0.044,1.3,0.59,0.24,36,22,44,2,2,3,7,https://www.trulia.com/rental/4041545361-1811-Valley-Rd-A-Champaign-IL-61820
1803 Park Haven Dr,Champaign,IL,61820,"$1,225",NA,16,Single-Family Home,"1,050",(217) 621-0429,3,3,1,1,1,3,4,1,1,0,10,5,6,4,2,4,40.093106,-88.251446,5,7137,3.14,10.4,39.1,0.907,35,1.4,130,0.32,0.042,0.98,0.33,0.083,19,17,21,2,2,6,16,https://www.trulia.com/rental/3225079549-1803-Park-Haven-Dr-Champaign-IL-61820
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.131600,-88.267012,5,9527,3.14,10.3,39.1,1.68,37,1.8,490,0.44,0.049,3.8,0.4,0.12,57,55,58,7,12,7,9,https://www.trulia.com/rental/4041464441-Single-Family-Home-Champaign-IL-61821
607 S Prairie St,Champaign,IL,61820,"$1,090",NA,18,Single-Family Home,"1,200",(708) 903-7971,3,3,1,1,1,3,2,1,2,1,10,5,6,4,2,4,40.109318,-88.248509,5,28919,3.14,10.4,39.1,2.38,46,2.2,330,0.42,0.046,1.9,0.86,0.75,50,30,67,6,4,2,4,https://www.trulia.com/rental/4041577446-607-S-Prairie-St-Champaign-IL-61820
2203 Belmore Dr,Champaign,IL,61821,"$1,200",1975,12,Single-Family Home,"1,255",(217) 621-0429,3,3,1,1,1,3,3,2,1,0,10,5,6,4,2,5,40.087732,-88.282108,5,11120,3.14,10.3,39.2,0.806,33,1.3,57,0.14,0.04,0.64,0.17,0.0078,20,22,18,2,3,6,18,https://www.trulia.com/rental/4010462258-2203-Belmore-Dr-Champaign-IL-61821
402 W Clark St,Champaign,IL,61820,$580,NA,180+,Multi-Family Home,463,(217) 352-1129,1,1,1,1,1,3,2,1,2,1,10,4,6,4,2,4,40.115351,-88.248690,5,26069,3.14,10.3,39.1,2.55,46,2.3,410,0.44,0.047,2.1,0.85,0.78,52,33,68,6,5,2,5,https://www.trulia.com/rental/3220753785-402-W-Clark-St-Champaign-IL-61820
101 E Chalmers St,Champaign,IL,61820,"$9,000",NA,19,Single-Family Home,"3,463",(217) 722-9000,1,1,4,4,1,3,2,1,2,1,10,5,6,4,2,4,40.106516,-88.238422,5,30164,3.14,10.3,39,2.43,47,2.2,290,0.3,0.046,1.8,1.2,0.88,58,36,79,9,5,1,2,https://www.trulia.com/rental/4005789849-101-E-Chalmers-St-Champaign-IL-61820
1604 Normandy Dr,Champaign,IL,61821,"$1,095",NA,20,Single-Family Home,850,(217) 621-0429,2,2,1,1,1,3,4,1,1,0,10,4,6,4,2,5,40.100794,-88.272912,5,13529,3.14,10.3,39.2,1.05,35,1.4,110,0.41,0.042,1.2,0.22,0.037,24,26,22,2,4,7,16,https://www.trulia.com/rental/3188900860-1604-Normandy-Dr-Champaign-IL-61821
313 S Van Doren St,Champaign,IL,61820,$875,NA,15,Townhome,950,(217) 979-7472,2,2,1,1,1,3,4,1,1,0,10,5,6,4,2,4,40.113306,-88.256657,5,15792,3.14,10.3,39.1,1.86,41,1.9,470,0.66,0.046,2.2,0.55,0.3,35,26,45,3,4,4,9,https://www.trulia.com/rental/4041675506-313-S-Van-Doren-St-Champaign-IL-61820
1403 W Church St,Champaign,IL,61821,$975,NA,19,Single-Family Home,880,(217) 351-1800,2,2,1,1,1,3,4,1,1,0,10,4,6,4,2,4,40.118336,-88.268981,5,14861,3.14,10.3,39.1,1.68,38,1.7,410,0.58,0.046,2.9,0.37,0.11,40,37,42,4,7,7,11,https://www.trulia.com/rental/3141840764-1403-W-Church-St-Champaign-IL-61821
1703 W Union St,Champaign,IL,61821,$750,NA,18,Single-Family Home,950,(217) 419-7831,2,2,1,1,1,3,4,1,1,0,10,4,6,4,2,4,40.113511,-88.274655,5,12576,3.14,10.3,39.2,1.48,37,1.6,340,0.53,0.044,2.1,0.27,0.068,33,32,33,4,4,8,13,https://www.trulia.com/rental/4041566447-1703-W-Union-St-Champaign-IL-61821
1204 W Bradley Ave,Champaign,IL,61821,$750,NA,16,Single-Family Home,"1,000",(217) 239-4300,3,3,1,1,0,1,6,1,0,2,10,4,6,4,2,5,40.127296,-88.265650,5,11240,3.14,10.3,39.1,1.84,38,1.8,510,0.57,0.048,3.6,0.44,0.15,49,46,52,5,10,7,10,https://www.trulia.com/rental/4038781601-1204-W-Bradley-Ave-Champaign-IL-61821
1613 Valley Rd #E2,Champaign,IL,61820,$725,1968,19,Multi-Family Home,750,(217) 356-4012,2,2,1,1,1,3,4,1,1,0,10,5,6,4,2,4,40.097905,-88.249543,5,16123,3.14,10.4,39.1,1.59,40,1.7,230,0.39,0.044,1.5,0.65,0.33,40,23,53,2,2,2,5,https://www.trulia.com/rental/4041545296-1613-Valley-Rd-E2-Champaign-IL-61820
1611 Valley Rd #E3,Champaign,IL,61820,$725,1968,19,Multi-Family Home,750,(217) 356-4012,2,2,1,1,1,3,4,1,1,0,10,5,6,4,2,4,40.097908,-88.249549,5,16187,3.14,10.4,39.1,1.59,40,1.7,230,0.39,0.044,1.5,0.65,0.33,40,23,53,2,2,2,5,https://www.trulia.com/rental/4041545265-1611-Valley-Rd-E3-Champaign-IL-61820
1605 Valley Rd #A1,Champaign,IL,61820,$775,1968,20,Multi-Family Home,750,(217) 356-4012,2,2,1,1,1,3,4,1,1,0,10,5,6,4,2,4,40.097969,-88.249595,5,16318,3.14,10.4,39.1,1.59,40,1.7,230,0.4,0.044,1.5,0.65,0.33,40,23,53,2,3,2,5,https://www.trulia.com/rental/4041480408-1605-Valley-Rd-A1-Champaign-IL-61820
1203 Newbury Rd,Champaign,IL,61821,"$1,390",NA,19,Single-Family Home,"1,450",(217) 351-1800,3,3,2,2,1,3,4,1,1,0,10,5,6,4,2,4,40.090443,-88.264723,5,11333,3.14,10.4,39.2,0.799,34,1.3,62,0.21,0.041,0.76,0.22,0.027,19,20,19,2,2,6,19,https://www.trulia.com/rental/4015192295-1203-Newbury-Rd-Champaign-IL-61821
503 E Springfield Ave,Champaign,IL,61820,"$1,120",NA,18,Multi-Family Home,NA,(217) 351-1800,2,2,2,2,1,3,2,1,2,1,10,5,6,4,2,4,40.112651,-88.231613,5,35332,3.14,10.3,39,2.31,46,2.2,270,0.27,0.047,2,1.6,1,62,42,81,10,8,1,2,https://www.trulia.com/rental/3224035205-503-E-Springfield-Ave-Champaign-IL-61820
533 County Road 1600 N #5,Champaign,IL,61822,$975,NA,11,Multi-Family Home,NA,(217) 398-5899,3,3,2,2,0,1,1,0,0,0,10,4,6,4,2,5,40.113124,-88.360076,5,418,3.14,10.3,39.2,0.363,26,0.77,40,0.37,0.034,0.17,0.069,0.00054,24,14,35,0,6,12,11,https://www.trulia.com/rental/4005495230-533-County-Road-1600-N-5-Champaign-IL-61822
506 N Elm St,Champaign,IL,61820,$500,NA,12,Multi-Family Home,NA,(217) 841-4740,1,1,1,1,0,4,4,1,1,0,10,4,6,4,2,4,40.120767,-88.250085,5,15291,3.14,10.3,39.1,2.1,42,2,520,0.57,0.047,2.5,0.69,0.48,49,41,56,5,7,4,7,https://www.trulia.com/rental/4037559131-506-N-Elm-St-Champaign-IL-61820
205 E Healey St,Champaign,IL,61820,$505,NA,11,Multi-Family Home,380,(217) 359-6400,1,1,1,1,1,3,2,1,2,1,10,5,6,4,2,4,40.111431,-88.236271,5,34430,3.14,10.3,39,2.36,46,2.2,300,0.3,0.047,2,1.5,0.94,60,40,79,9,6,1,2,https://www.trulia.com/rental/3220755164-205-E-Healey-St-Champaign-IL-61820
2002 Moreland Blvd #202,Champaign,IL,61822,$950,NA,14,Multi-Family Home,"1,000",(217) 827-4878,2,2,2,2,4,0,1,1,1,3,10,4,6,4,2,4,40.140116,-88.250818,5,7800,3.14,10.3,39,1.48,36,1.9,480,0.28,0.052,2.4,0.53,0.13,60,67,53,15,11,8,8,https://www.trulia.com/rental/4041831328-2002-Moreland-Blvd-202-Champaign-IL-61822
303 E Clark St,Champaign,IL,61820,$510,NA,13,Multi-Family Home,420,(217) 359-6400,1,1,1,1,0,2,2,1,3,2,10,4,6,4,2,4,40.115350,-88.234821,5,34481,3.14,10.3,39,2.39,46,2.2,320,0.29,0.047,2.1,1.6,0.96,62,43,79,9,8,1,3,https://www.trulia.com/rental/3220758124-303-E-Clark-St-Champaign-IL-61820
1735 Valley Rd #A,Champaign,IL,61820,$825,1968,21,Multi-Family Home,860,(217) 356-4012,2,2,1,1,0,2,2,1,3,2,10,5,6,4,2,4,40.096520,-88.249399,5,14389,3.14,10.4,39.1,1.43,38,1.6,210,0.38,0.044,1.4,0.61,0.26,38,22,48,2,2,3,6,https://www.trulia.com/rental/4041545300-1735-Valley-Rd-A-Champaign-IL-61820
5 O'Neil Ct,Champaign,IL,61820,$690,NA,21,Single-Family Home,700,(217) 359-0346,2,2,1,1,0,2,2,1,3,2,10,5,6,4,2,4,40.107456,-88.246201,5,29085,3.14,10.3,39.1,2.47,46,2.2,320,0.37,0.046,1.9,0.9,0.79,53,32,71,7,5,1,3,https://www.trulia.com/rental/4041500193-5-O-Neil-Ct-Champaign-IL-61820
1608 W White St,Champaign,IL,61821,$950,NA,17,Single-Family Home,960,(217) 778-8375,1,1,1,1,3,0,5,1,0,0,10,4,6,4,2,4,40.114651,-88.273232,5,13112,3.14,10.3,39.2,1.55,37,1.6,360,0.54,0.044,2.4,0.29,0.079,35,34,36,4,5,8,12,https://www.trulia.com/rental/4041652420-1608-W-White-St-Champaign-IL-61821
2504 Leeper Dr,Champaign,IL,61822,$795,NA,15,Multi-Family Home,750,(217) 359-6400,2,2,1,1,4,0,5,1,0,0,10,5,6,4,2,4,40.081950,-88.279578,5,9317,3.14,10.3,39.2,0.705,32,1.2,66,0.085,0.039,0.49,0.17,0.0044,17,21,13,2,2,5,17,https://www.trulia.com/rental/4041813055-2504-Leeper-Dr-Champaign-IL-61822
1809 Winchester Dr,Champaign,IL,61821,"$1,360",1965,28,Single-Family Home,"1,520",(217) 359-0203,3,3,1,1,4,0,5,1,0,0,10,5,6,4,2,5,40.093687,-88.284081,5,12859,3.14,10.3,39.2,0.973,34,1.4,57,0.21,0.04,0.8,0.18,0.012,24,28,21,2,4,6,18,https://www.trulia.com/rental/4039689517-1809-Winchester-Dr-Champaign-IL-61821
606 S Prairie St #2,Champaign,IL,61820,$575,NA,31,Multi-Family Home,500,(217) 369-2150,1,1,1,1,0,2,2,1,3,2,10,5,6,4,2,4,40.109553,-88.248437,5,28977,3.14,10.3,39.1,2.39,46,2.2,330,0.42,0.046,1.9,0.86,0.75,50,30,67,6,4,2,4,https://www.trulia.com/rental/4039564754-606-S-Prairie-St-2-Champaign-IL-61820
1503 Dawson Dr,Champaign,IL,61820,"$1,375",NA,25,Single-Family Home,"1,375",(217) 621-0429,3,3,2,2,3,0,5,1,0,0,10,5,6,4,2,4,40.099266,-88.253389,5,14510,3.14,10.4,39.1,1.4,38,1.6,260,0.47,0.044,1.5,0.57,0.23,36,23,45,2,3,3,7,https://www.trulia.com/rental/3147139985-1503-Dawson-Dr-Champaign-IL-61820
706 Breen Dr,Champaign,IL,61820,"$1,165",NA,27,Single-Family Home,"1,200",(217) 621-0429,3,3,1,1,3,0,5,1,0,0,10,5,6,4,2,4,40.094140,-88.254149,5,8332,3.14,10.4,39.1,0.937,36,1.4,120,0.36,0.042,1,0.33,0.082,19,17,21,2,2,5,16,https://www.trulia.com/rental/4041213003-706-Breen-Dr-Champaign-IL-61820
407 W Green St #1,Champaign,IL,61820,$900,NA,28,Multi-Family Home,NA,(217) 356-8750,3,3,1,1,0,2,2,1,3,2,10,5,6,4,2,4,40.110117,-88.249360,5,28734,3.14,10.3,39.1,2.36,45,2.2,330,0.43,0.046,1.9,0.85,0.74,50,30,66,6,4,2,4,https://www.trulia.com/rental/3203101734-407-W-Green-St-1-Champaign-IL-61820
59 E Springfield Ave,Champaign,IL,61820,"$1,500",NA,30,Single-Family Home,NA,(217) 239-4300,5,5,2,2,0,2,2,1,3,2,10,4,6,4,2,4,40.112592,-88.239141,5,32153,3.14,10.3,39,2.45,46,2.2,320,0.34,0.047,2,1.2,0.87,58,39,77,8,6,1,3,https://www.trulia.com/rental/4028905555-59-E-Springfield-Ave-Champaign-IL-61820
4507 Copper Ridge Rd,Champaign,IL,61822,"$1,700",1990,28,Single-Family Home,"3,480",(217) 359-7971,4,4,2,2,5,0,3,2,0,0,10,5,6,4,2,5,40.084705,-88.318876,5,5428,3.14,10.3,39.3,0.843,29,1.1,180,0.067,0.037,0.22,0.12,0.021,22,32,11,3,1,4,13,https://www.trulia.com/rental/4041180360-4507-Copper-Ridge-Rd-Champaign-IL-61822
707 S 6th St,Champaign,IL,61820,"$1,310",NA,30,Multi-Family Home,590,(217) 359-6108,2,2,1,1,0,2,2,1,3,2,10,5,6,4,2,4,40.110193,-88.230504,5,37107,3.14,10.3,39,2.18,45,2.1,240,0.26,0.047,1.9,1.6,0.98,62,42,81,11,7,1,2,https://www.trulia.com/rental/3192942284-707-S-6th-St-Champaign-IL-61820
601 W Springfield Ave #E,Champaign,IL,61820,$625,1883,31,Multi-Family Home,"1,000",(217) 369-2150,1,1,1,1,3,0,5,1,0,0,10,5,6,4,2,4,40.112597,-88.251984,5,21263,3.14,10.3,39.1,2.32,45,2.1,420,0.52,0.046,2,0.74,0.66,45,29,60,4,4,2,6,https://www.trulia.com/rental/4039637254-601-W-Springfield-Ave-E-Champaign-IL-61820
201 W Springfield Ave,Champaign,IL,61820,$645,NA,24,Multi-Family Home,NA,(217) 403-3300,1,1,1,1,0,2,2,1,3,2,10,4,6,4,2,4,40.112569,-88.245481,5,30618,3.14,10.3,39.1,2.49,46,2.3,330,0.4,0.046,1.9,0.92,0.79,54,33,71,7,5,1,4,https://www.trulia.com/rental/3227837422-201-W-Springfield-Ave-Champaign-IL-61820
1604 Normandy Dr,Champaign,IL,61821,"$1,095",NA,22,Single-Family Home,850,(217) 621-0429,2,2,1,1,3,0,5,1,0,0,10,4,6,4,2,5,40.100794,-88.272912,5,13529,3.14,10.3,39.2,1.05,35,1.4,110,0.41,0.042,1.2,0.22,0.037,24,26,22,2,4,7,16,https://www.trulia.com/rental/3188900860-1604-Normandy-Dr-Champaign-IL-61821
207 E John St,Champaign,IL,61820,"$1,660",NA,7,Multi-Family Home,925,(309) 212-6165,4,4,1,1,0,2,2,1,3,2,10,5,6,4,2,4,40.109006,-88.236091,5,33423,3.14,10.3,39,2.37,46,2.2,290,0.29,0.047,1.9,1.5,0.96,60,39,81,10,6,1,2,https://www.trulia.com/rental/3066612083-207-E-John-St-Champaign-IL-61820
3216 Ridgewood Dr,Champaign,IL,61821,$900,NA,29,Single-Family Home,"1,073",(217) 979-9729,3,3,1,1,5,0,3,2,0,0,10,4,6,4,2,5,40.111941,-88.300262,5,9936,3.14,10.3,39.3,1.12,33,1.3,360,0.16,0.042,1.4,0.16,0.031,38,39,37,3,4,8,10,https://www.trulia.com/rental/4041114689-3216-Ridgewood-Dr-Champaign-IL-61821
2545 W Springfield Ave #4,Champaign,IL,61821,$610,NA,29,Multi-Family Home,550,(217) 403-1722,1,1,1,1,4,0,5,1,0,0,10,4,6,4,2,5,40.112878,-88.289134,5,11904,3.14,10.3,39.2,1.26,35,1.5,300,0.27,0.043,1.6,0.18,0.038,37,38,36,3,5,8,11,https://www.trulia.com/rental/4031436681-2545-W-Springfield-Ave-4-Champaign-IL-61821
310 Avondale Ave,Champaign,IL,61820,$975,NA,28,Single-Family Home,NA,(217) 351-1800,2,2,1,1,0,2,2,1,3,2,10,5,6,4,2,4,40.103293,-88.247741,5,24726,3.14,10.4,39.1,2.22,44,2.1,280,0.38,0.045,1.7,0.83,0.72,49,27,66,5,3,2,4,https://www.trulia.com/rental/3142180121-310-Avondale-Ave-Champaign-IL-61820
406 E Stoughton St,Champaign,IL,61820,"$1,300",NA,30,Multi-Family Home,515,(217) 359-6108,2,2,1,1,0,2,2,1,3,2,10,4,6,4,2,4,40.113526,-88.232792,5,35892,3.14,10.3,39,2.32,46,2.2,290,0.28,0.047,2,1.6,0.97,62,43,81,10,8,1,2,https://www.trulia.com/rental/3229394727-406-E-Stoughton-St-Champaign-IL-61820
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.127158,-88.230526,5,14680,3.14,10.3,39,2.25,43,2.1,610,0.26,0.05,2.7,1.3,0.43,72,70,75,18,10,2,5,https://www.trulia.com/rental/4041108944-1111-N-6th-St-Champaign-IL-61820
2312 Campbell Dr,Champaign,IL,61821,"$1,390",NA,27,Single-Family Home,"1,900",(217) 497-5446,4,4,2,2,2,0,4,2,1,0,10,4,6,4,2,4,40.141279,-88.269545,5,6982,3.14,10.3,39.1,1.47,36,1.9,410,0.27,0.05,3.8,0.34,0.071,61,65,58,10,14,8,10,https://www.trulia.com/rental/4041211145-2312-Campbell-Dr-Champaign-IL-61821
610 S Mattis Ave,Champaign,IL,61821,$865,NA,24,Single-Family Home,900,(217) 359-3527,2,2,1,1,3,0,5,1,0,0,10,4,6,4,2,5,40.109366,-88.276655,5,13383,3.14,10.3,39.2,1.4,36,1.6,280,0.49,0.043,1.7,0.23,0.052,34,35,32,4,4,8,13,https://www.trulia.com/rental/4041306479-610-S-Mattis-Ave-Champaign-IL-61821
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36.111407,-78.479196,4,78,3.14,8.29,36.5,0.422,41,1.1,37,0.066,0.064,0.14,0.046,5.7E-06,40,37,42,3,18,6,12,https://www.trulia.com/rental/4038779930-805-W-Green-St-Champaign-IL-61820
1104 Crescent Dr #B,Champaign,IL,61821,$850,NA,23,Townhome,"1,250",(303) 862-1830,3,3,1,1,4,0,5,1,0,0,10,4,6,4,2,5,40.104522,-88.281218,5,14192,3.14,10.3,39.2,1.23,35,1.5,200,0.37,0.042,1.4,0.2,0.034,34,36,32,4,5,8,14,https://www.trulia.com/rental/4041356813-1104-Crescent-Dr-B-Champaign-IL-61821
