Address,City,State,Zip_Code,Rent_Per_Month,Year,Days_on_Trulia,Type,Sqft,Phone_Number,Bedroom_min,Bedroom_max,Bathroom_min,Bathroom_max,Assault,Arrest,Theft,Vandalism,Burglary,Crime_Other,Elementary_School_Count,Elementary_School_Avg_Score,Middle_School_Count,Middle_School_Avg_Score,High_School_Count,High_School_Avg_Score,Latitude,Longitude,EPA_Region,Population,Input_area(sq. miles),Particulate_Matter,Ozone,NATA*_Diesel_PM,NATA*_Air_Toxics_Cancer_Risk,NATA*_Respiratory_Hazard_Index,Traffic_Proximity_and_Volume,Lead_Paint_Indicator,Superfund_Proximity,RMP_Proximity,Hazardous_Waste_Proximity,Wastewater_Discharge_Indicator,Demographic_Index%,Minority_Population%,Low_Income_Population%,Linguistically_Isolated_Population%,Population_with_Less_Than_High_School_Education%,Population_under_Age_5%,Population_over_Age_64%,URL
205 W John St,Champaign,IL,61820,"$1,350",NA,180+,Single-Family Home,"1,500",(217) 239-4300,4,4,2,2,4,1,2,2,0,1,10,5,6,4,2,4,40.108976,-88.245661,5,29951,3.14,10.3,39.1,2.49,46,2.3,330,0.38,0.046,1.9,0.91,0.79,53,32,71,7,5,1,3,https://trulia.com/c/il//champaign/205-w-john-st-champaign-il-61820--1002652355
2101 Melrose Dr #C,Champaign,IL,61820,"$1,140",NA,180+,Multi-Family Home,"1,100",(217) 239-4300,3,3,2,2,4,1,3,1,0,1,10,5,6,4,2,4,40.085049,-88.254655,5,7693,3.14,10.4,39.1,0.705,33,1.2,98,0.13,0.04,0.63,0.24,0.033,17,18,16,3,2,6,22,https://trulia.com/c/il//champaign/2101-melrose-dr-c-champaign-il-61820--2172882403
1516 Greyrock Ln,Champaign,IL,61822,"$1,690",NA,127,Single-Family Home,"1,980",(217) 239-4300,3,3,2,2,4,3,0,1,1,0,10,4,6,4,2,5,40.132922,-88.303438,5,6119,3.14,10.3,39.3,0.723,30,1.1,390,0.012,0.044,1.5,0.14,0.017,25,29,21,2,2,11,6,https://trulia.com/c/il//champaign/1516-greyrock-ln-champaign-il-61822--2059022303
746 Sedgegrass Dr,Champaign,IL,61822,"$1,720",NA,104,Single-Family Home,"1,980",(217) 239-4300,3,3,2,2,0,4,2,1,0,3,10,4,6,4,2,5,40.123523,-88.306563,5,7075,3.14,10.3,39.3,0.735,30,1.1,380,0.018,0.044,1.5,0.14,0.019,25,28,22,2,2,10,7,https://trulia.com/c/il//champaign/746-sedgegrass-dr-champaign-il-61822--1006305131
1001 N Walnut St,Champaign,IL,61820,"$1,200",NA,106,Single-Family Home,"2,000",(217) 239-4300,4,4,3,3,2,1,4,0,0,2,10,4,6,4,2,4,40.125087,-88.241116,5,17296,3.14,10.3,39,2.39,44,2.2,560,0.36,0.049,2.4,1.1,0.58,64,58,71,13,9,3,6,https://trulia.com/c/il//champaign/1001-n-walnut-st-champaign-il-61820--1074816313
406 E Park St #HOUSE,Champaign,IL,61820,"$1,995",1925,180+,Single-Family Home,"2,500",(217) 369-2150,7,7,3,3,2,0,1,1,0,3,10,4,6,4,2,4,40.117363,-88.233053,5,31388,3.14,10.3,39,2.56,47,2.3,350,0.27,0.047,2.2,1.7,1,64,46,81,10,8,1,3,https://trulia.com/c/il//champaign/406-e-park-st-house-champaign-il-61820--1077544181
2019 Cynthia Dr,Champaign,IL,61821,$595,NA,180+,Multi-Family Home,825,(217) 378-4683,2,2,1,1,4,1,4,0,0,0,10,4,6,4,2,5,40.137337,-88.274946,5,5748,3.14,10.3,39.1,1.57,36,1.8,500,0.32,0.049,4.3,0.32,0.083,63,63,63,9,15,7,10,https://trulia.com/c/il//champaign/2019-cynthia-dr-champaign-il-61821--2059018729
610 E Stoughton St,Champaign,IL,61820,"$1,275",NA,127,Multi-Family Home,850,(309) 212-6165,3,3,1,1,2,0,1,1,0,3,10,5,6,4,2,4,40.113550,-88.229294,5,36462,3.14,10.3,39,2.29,46,2.2,270,0.26,0.047,2,1.7,1,62,43,81,11,8,1,2,https://trulia.com/c/il//champaign/610-e-stoughton-st-champaign-il-61820--1004194946
312 E White St #13,Champaign,IL,61820,$575,NA,126,Multi-Family Home,350,(217) 356-8750,1,1,1,1,2,0,1,1,0,3,10,4,6,4,2,4,40.114450,-88.233983,5,33914,3.14,10.3,39,2.39,46,2.2,310,0.28,0.047,2.1,1.6,0.99,62,43,81,9,8,1,2,https://trulia.com/c/il//champaign/312-e-white-st-13-champaign-il-61820--2171845327
502 W Hill St #105,Champaign,IL,61820,$695,1979,180+,Multi-Family Home,800,(217) 493-3281,2,2,1,1,3,2,3,0,0,1,10,4,6,4,2,4,40.119239,-88.250481,5,17354,3.14,10.3,39.1,2.2,43,2.1,510,0.55,0.047,2.4,0.71,0.59,48,38,58,5,6,4,7,https://trulia.com/c/il//champaign/502-w-hill-st-105-champaign-il-61820--2315005841
107 E Daniel St #204,Champaign,IL,61820,"$1,775",NA,160,Multi-Family Home,NA,(217) 384-5555,4,4,2,2,4,1,2,2,0,1,10,5,6,4,2,4,40.107920,-88.237723,5,31719,3.14,10.3,39,2.4,46,2.2,300,0.3,0.046,1.9,1.4,0.93,59,37,80,9,6,1,2,https://trulia.com/c/il//champaign/107-e-daniel-st-204-champaign-il-61820--2196829328
756 Sedgegrass Dr,Champaign,IL,61822,"$1,720",NA,130,Single-Family Home,"1,980",(217) 239-4300,3,3,2,2,0,4,2,1,0,3,10,4,6,4,2,5,40.124072,-88.306467,5,6631,3.14,10.3,39.3,0.739,30,1.1,380,0.019,0.044,1.5,0.14,0.019,25,28,22,2,2,11,7,https://trulia.com/c/il//champaign/756-sedgegrass-dr-champaign-il-61822--2059028844
2204 Aspen Dr,Champaign,IL,61821,"$1,300",NA,<1,Single-Family Home,"1,560",Phone not provided,3,3,2,2,4,1,2,1,0,2,10,5,6,4,2,5,40.086319,-88.282062,5,10742,3.14,10.3,39.2,0.77,33,1.3,62,0.12,0.039,0.59,0.17,0.0061,19,21,17,3,3,5,18,https://trulia.com/c/il//champaign/2204-aspen-dr-champaign-il-61821--1043704852
1402 Sand Dollar Dr,Champaign,IL,61822,"$1,550",2015,3,Single-Family Home,"1,356",(573) 683-0091,3,3,2,2,4,3,0,1,1,0,10,4,6,4,2,5,40.085109,-88.315803,5,6023,3.14,10.3,39.3,0.886,29,1.1,200,0.069,0.037,0.24,0.12,0.02,21,31,11,2,1,4,14,https://trulia.com/c/il//champaign/1402-sand-dollar-dr-champaign-il-61822--1004878643
1118 Northwood Dr N,Champaign,IL,61821,"$1,100",1959,9,Single-Family Home,864,(217) 637-5126,4,4,1,1,4,1,4,0,0,0,10,4,6,4,2,5,40.128590,-88.264855,5,11140,3.14,10.3,39.1,1.81,38,1.8,500,0.55,0.048,3.6,0.44,0.14,51,48,54,5,10,7,9,https://trulia.com/c/il//champaign/1118-northwood-dr-n-champaign-il-61821--2105194142
1213 1/2 Paula Dr,Champaign,IL,61821,$640,NA,6,Multi-Family Home,750,(217) 359-7779,2,2,1,1,4,1,4,0,0,0,10,4,6,4,2,5,40.132010,-88.265843,5,9565,3.14,10.3,39.1,1.68,37,1.8,490,0.45,0.049,3.7,0.41,0.13,57,56,58,7,12,7,9,https://trulia.com/c/il//champaign/1213-1-2-paula-dr-champaign-il-61821--2297480451
204 W William St,Champaign,IL,61820,"$1,100",NA,<1,Single-Family Home,"1,179",(217) 356-8750,3,3,1,1,4,1,2,2,0,1,10,5,6,4,2,4,40.106866,-88.245554,5,29118,3.14,10.3,39.1,2.45,46,2.2,320,0.36,0.046,1.8,0.9,0.79,53,32,71,7,4,1,3,https://trulia.com/c/il//champaign/204-w-william-st-champaign-il-61820--1002652898
1515 Lincolnshire Dr,Champaign,IL,61821,$875,NA,8,Townhome,"1,100",(217) 239-4300,2,2,1,1,4,1,3,1,0,1,10,4,6,4,2,4,40.097300,-88.270410,5,13384,3.14,10.3,39.2,0.965,35,1.4,64,0.36,0.042,1.1,0.23,0.034,22,23,20,2,3,7,16,https://trulia.com/c/il//champaign/1515-lincolnshire-dr-champaign-il-61821--2313740760
1407 Rosewood Dr,Champaign,IL,61821,"$1,065",NA,9,Single-Family Home,900,(217) 607-0432,3,3,1,1,0,0,0,0,0,0,10,4,6,4,0,NA,40.100180,-88.278664,5,14324,3.14,10.3,39.2,1.04,35,1.4,89,0.3,0.041,1.1,0.2,0.025,29,31,26,3,4,7,15,https://trulia.com/c/il//champaign/1407-rosewood-dr-champaign-il-61821--1075583149
1002 W Springfield Ave #1,Champaign,IL,61821,$850,NA,6,Multi-Family Home,900,(217) 356-8750,2,2,1,1,0,0,0,0,0,0,10,5,6,4,0,NA,40.112686,-88.260390,5,14899,3.14,10.3,39.1,1.64,39,1.8,430,0.7,0.045,2.2,0.47,0.17,30,25,36,2,4,5,10,https://trulia.com/c/il//champaign/1002-w-springfield-ave-1-champaign-il-61821--2171845157
310 E Chalmers St #105,Champaign,IL,61820,$749,NA,7,Multi-Family Home,NA,(217) 384-5555,1,1,1,1,0,0,0,0,0,0,10,5,6,4,0,NA,40.106599,-88.234321,5,35093,3.14,10.3,39,2.22,45,2.1,250,0.26,0.046,1.8,1.6,0.94,61,40,82,11,5,1,2,https://trulia.com/c/il//champaign/310-e-chalmers-st-105-champaign-il-61820--2173259844
1208 S Elm Blvd,Champaign,IL,61820,$905,NA,8,Single-Family Home,NA,(217) 351-1800,2,2,1,1,0,0,0,0,0,0,10,5,6,4,0,NA,40.102508,-88.250466,5,22652,3.14,10.4,39.1,2,43,2,280,0.42,0.045,1.7,0.75,0.54,44,24,59,3,3,2,5,https://trulia.com/c/il//champaign/1208-s-elm-blvd-champaign-il-61820--1010073152
603 Breen Dr,Champaign,IL,61820,"$1,195",NA,5,Single-Family Home,"1,000",(217) 621-0429,3,3,1,1,0,0,0,0,0,0,10,5,6,4,0,NA,40.093666,-88.251893,5,7730,3.14,10.4,39.1,0.964,36,1.4,140,0.35,0.042,1,0.35,0.094,20,17,22,2,2,5,15,https://trulia.com/c/il//champaign/603-breen-dr-champaign-il-61820--1078201749
107 S Wright St #4,Champaign,IL,61820,"$1,475",NA,6,Multi-Family Home,"1,000",(217) 384-5555,3,3,2,2,0,0,0,0,0,0,10,4,6,4,0,NA,40.115565,-88.228979,5,35829,3.14,10.3,39,2.31,46,2.2,270,0.25,0.047,2,1.7,1,63,44,82,11,9,1,2,https://trulia.com/c/il//champaign/107-s-wright-st-4-champaign-il-61820--2173328794
111 W Washington St #1,Champaign,IL,61820,$530,NA,7,Multi-Family Home,750,(217) 778-9052,1,1,1,1,0,0,0,0,0,0,10,4,6,4,0,NA,40.120183,-88.244050,5,23515,3.14,10.3,39.1,2.62,46,2.3,500,0.39,0.047,2.2,0.93,0.87,58,44,72,8,8,3,5,https://trulia.com/c/il//champaign/111-w-washington-st-1-champaign-il-61820--2177519000
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.097196,-88.251078,5,14902,3.14,10.4,39.1,1.38,38,1.6,220,0.4,0.044,1.4,0.59,0.25,37,23,46,2,2,3,7,https://trulia.com/c/il//champaign/1609-park-haven-dr-champaign-il-61820--2059003883
1304 N Harris Ave,Champaign,IL,61820,$825,NA,2,Single-Family Home,NA,(217) 649-9444,2,2,1,1,0,0,0,0,0,0,10,4,6,4,0,NA,40.128336,-88.253147,5,11256,3.14,10.3,39.1,1.89,39,1.9,570,0.58,0.049,3.1,0.59,0.23,52,49,55,7,10,6,8,https://trulia.com/c/il//champaign/1304-n-harris-ave-champaign-il-61820--2105189698
908 W Eureka St,Champaign,IL,61821,$765,NA,7,Single-Family Home,NA,(217) 377-8850,2,2,1,1,0,0,0,0,0,0,10,4,6,4,0,NA,40.125394,-88.258810,5,12812,3.14,10.3,39.1,1.91,39,1.8,530,0.62,0.047,3.3,0.51,0.19,47,42,52,4,9,6,9,https://trulia.com/c/il//champaign/908-w-eureka-st-champaign-il-61821--1038047953
1308 Grandview Dr #4,Champaign,IL,61820,$630,NA,8,Multi-Family Home,525,(217) 337-1565,1,1,1,1,0,0,0,0,0,0,10,5,6,4,0,NA,40.101253,-88.250181,5,20804,3.14,10.4,39.1,1.92,42,1.9,270,0.42,0.045,1.6,0.73,0.47,44,24,58,3,3,2,4,https://trulia.com/c/il//champaign/1308-grandview-dr-4-champaign-il-61820--2346401586
1004 N Neil St,Champaign,IL,61820,$675,NA,2,Single-Family Home,773,Phone not provided,2,2,1,1,0,0,0,0,0,0,10,4,6,4,0,NA,40.125213,-88.243528,5,12954,3.14,10.3,39,2.28,43,2.1,550,0.48,0.049,2.4,0.87,0.53,58,56,61,10,9,4,7,https://trulia.com/c/il//champaign/1004-n-neil-st-champaign-il-61820--1007858744
3216 Ridgewood Dr,Champaign,IL,61821,$900,NA,5,Single-Family Home,"1,073",(217) 979-9729,3,3,1,1,0,0,0,0,0,0,10,4,6,4,0,NA,40.111941,-88.300262,5,9936,3.14,10.3,39.3,1.12,33,1.3,360,0.16,0.042,1.4,0.16,0.031,38,39,37,3,4,8,10,https://trulia.com/c/il//champaign/3216-ridgewood-dr-champaign-il-61821--2059020833
1405 W Kirby Ave #10,Champaign,IL,61821,$575,NA,2,Multi-Family Home,700,(217) 778-4062,2,2,1,1,0,0,0,0,0,0,10,4,6,4,0,NA,40.098186,-88.269692,5,13390,3.14,10.3,39.2,0.978,35,1.4,74,0.38,0.042,1.1,0.24,0.038,21,23,20,2,3,7,16,https://trulia.com/c/il//champaign/1405-w-kirby-ave-10-champaign-il-61821--2346617420
801 S 4th St #202,Champaign,IL,61820,"$1,225",NA,7,Multi-Family Home,800,(217) 384-5555,2,2,1,1,0,0,0,0,0,0,10,5,6,4,0,NA,40.108770,-88.233548,5,36218,3.14,10.3,39,2.21,45,2.1,250,0.27,0.046,1.8,1.6,0.94,61,41,81,11,6,1,2,https://trulia.com/c/il//champaign/801-s-4th-st-202-champaign-il-61820--2317172338
403 W Healey St #2,Champaign,IL,61820,$820,NA,2,Multi-Family Home,850,(217) 239-4300,2,2,1,1,0,0,0,0,0,0,10,5,6,4,0,NA,40.111630,-88.249094,5,28970,3.14,10.3,39.1,2.44,46,2.2,340,0.43,0.046,1.9,0.87,0.75,51,31,67,6,4,2,4,https://trulia.com/c/il//champaign/403-w-healey-st-2-champaign-il-61820--2287700348
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.124931,-88.264596,5,12205,3.14,10.3,39.1,1.87,39,1.8,510,0.62,0.047,3.5,0.46,0.16,45,41,48,4,9,7,10,https://trulia.com/c/il//champaign/1109-mimosa-dr-champaign-il-61821--1011108989
3441 Stoneway Ct,Champaign,IL,61822,"$1,000",2011,9,Townhome,"1,294",(217) 621-2772,3,3,2,2,0,0,0,0,0,0,10,4,6,4,0,NA,40.130823,-88.302862,5,6346,3.14,10.3,39.3,0.723,30,1.1,380,0.012,0.044,1.6,0.14,0.018,25,28,21,2,2,11,7,https://trulia.com/c/il//champaign/3441-stoneway-ct-champaign-il-61822--2059026130
703 W Park Ave #4,Champaign,IL,61820,$675,NA,6,Multi-Family Home,400,(217) 384-5555,NA,NA,1,1,0,0,0,0,0,0,10,4,6,4,0,NA,40.117241,-88.254671,5,15238,3.14,10.3,39.1,1.89,41,1.9,480,0.65,0.046,2.5,0.58,0.36,40,31,48,4,5,4,8,https://trulia.com/c/il//champaign/703-w-park-ave-4-champaign-il-61820--2173122003
605 S 4th St,Champaign,IL,61820,$650,NA,7,Multi-Family Home,700,(217) 384-5555,NA,NA,1,1,2,0,1,1,0,5,10,5,6,4,2,4,40.099306,-88.233340,5,27630,3.14,10.3,39,2.16,45,2.1,180,0.24,0.046,1.6,1.2,0.86,58,35,83,9,4,1,1,https://trulia.com/c/il//champaign/605-s-4th-st-champaign-il-61820--2105192140
310 E Chalmers St #101,Champaign,IL,61820,$675,NA,7,Multi-Family Home,NA,(217) 384-5555,1,1,1,1,2,0,1,1,0,5,10,5,6,4,2,4,40.106599,-88.234321,5,35093,3.14,10.3,39,2.22,45,2.1,250,0.26,0.046,1.8,1.6,0.94,61,40,82,11,5,1,2,https://trulia.com/c/il//champaign/310-e-chalmers-st-101-champaign-il-61820--2172991224
1008 N 5th St #A,Champaign,IL,61820,$545,NA,5,Multi-Family Home,NA,(217) 352-5509,2,2,1,1,1,2,2,0,0,4,10,4,6,4,2,4,40.125780,-88.232097,5,16777,3.14,10.3,39,2.34,44,2.1,590,0.26,0.05,2.6,1.4,0.6,71,66,76,17,10,2,5,https://trulia.com/c/il//champaign/1008-n-5th-st-a-champaign-il-61820--2187186581
1113 Arbor St,Champaign,IL,61820,$700,NA,21,Multi-Family Home,260,(217) 384-0333,1,1,1,1,4,1,2,2,0,1,10,5,6,4,2,4,40.104343,-88.236600,5,31869,3.14,10.3,39,2.28,46,2.2,240,0.25,0.046,1.7,1.3,0.87,59,37,82,10,5,1,1,https://trulia.com/c/il//champaign/1113-arbor-st-champaign-il-61820--2059003034
1407 S State St,Champaign,IL,61820,$750,2008,22,Multi-Family Home,800,(217) 352-5509,1,1,1,1,4,1,2,2,0,1,10,5,6,4,2,4,40.099266,-88.246707,5,20624,3.14,10.4,39.1,2.05,43,2,240,0.37,0.045,1.6,0.79,0.58,48,26,65,3,3,2,3,https://trulia.com/c/il//champaign/1407-s-state-st-champaign-il-61820--1004182703
1808 Park Haven Dr,Champaign,IL,61820,"$1,135",NA,14,Single-Family Home,"1,060",(217) 621-0429,3,3,1,1,4,1,3,1,0,1,10,5,6,4,2,4,40.093056,-88.251390,5,7137,3.14,10.4,39.1,0.907,35,1.4,130,0.32,0.042,0.98,0.33,0.083,19,17,21,2,2,6,16,https://trulia.com/c/il//champaign/1808-park-haven-dr-champaign-il-61820--1011067372
909 W Daniel St,Champaign,IL,61821,"$1,375",NA,13,Single-Family Home,"1,100",(217) 607-0432,2,2,1,1,4,1,3,1,0,1,10,5,6,4,2,4,40.108106,-88.258731,5,15476,3.14,10.3,39.1,1.57,39,1.8,380,0.65,0.045,1.9,0.47,0.16,28,21,35,2,3,5,11,https://trulia.com/c/il//champaign/909-w-daniel-st-champaign-il-61821--1010351416
804 S Westlawn Ave,Champaign,IL,61821,"$1,335",NA,11,Single-Family Home,"1,630",(217) 621-0429,3,3,1,1,4,1,3,1,0,1,10,5,6,4,2,5,40.107564,-88.271315,5,13172,3.14,10.3,39.2,1.43,37,1.6,300,0.58,0.043,1.8,0.28,0.068,29,29,29,4,4,8,14,https://trulia.com/c/il//champaign/804-s-westlawn-ave-champaign-il-61821--1001604233
507 W Columbia Ave #1,Champaign,IL,61820,$865,1920,16,Multi-Family Home,"1,000",(312) 834-3605,2,2,1,1,3,2,3,0,0,1,10,4,6,4,2,4,40.121166,-88.251103,5,14091,3.14,10.3,39.1,1.97,41,1.9,520,0.61,0.047,2.6,0.65,0.4,46,39,53,5,7,5,8,https://trulia.com/c/il//champaign/507-w-columbia-ave-1-champaign-il-61820--2172888559
405 W White St #1,Champaign,IL,61820,$825,NA,13,Multi-Family Home,NA,(217) 384-8001,3,3,1,1,4,1,2,2,0,1,10,4,6,4,2,4,40.114372,-88.249153,5,26297,3.14,10.3,39.1,2.55,46,2.3,390,0.45,0.046,2,0.85,0.78,51,33,67,6,5,2,5,https://trulia.com/c/il//champaign/405-w-white-st-1-champaign-il-61820--2194479327
723 S Neil St #201,Champaign,IL,61820,"$1,500",NA,16,Multi-Family Home,"1,420",(217) 390-6685,2,2,2,2,0,0,0,0,0,0,10,5,6,4,0,NA,40.107096,-88.243469,5,28361,3.14,10.3,39.1,2.51,47,2.3,320,0.34,0.046,1.8,0.95,0.82,54,33,74,7,5,1,3,https://trulia.com/c/il//champaign/723-s-neil-st-201-champaign-il-61820--2282902002
135 W Clark St,Champaign,IL,61820,$610,NA,20,Multi-Family Home,415,(309) 212-6165,1,1,1,1,0,0,0,0,0,0,10,4,6,4,0,NA,40.115306,-88.244982,5,30562,3.14,10.3,39.1,2.51,46,2.3,350,0.4,0.047,2,0.92,0.79,55,35,72,7,6,2,4,https://trulia.com/c/il//champaign/135-w-clark-st-champaign-il-61820--1004257460
S Fair St and W Union St,Champaign,IL,61821,"$1,500",1960,19,Single-Family Home,"1,700",(217) 352-2289,3,3,2,2,0,0,0,0,0,0,10,4,6,4,0,NA,40.113558,-88.272392,5,12757,3.14,10.3,39.2,1.54,37,1.7,350,0.57,0.044,2.2,0.3,0.081,33,31,34,4,4,8,12,https://trulia.com/c/il//champaign/address-not-disclosed-champaign-il-61821--2105195135
207 E John St,Champaign,IL,61820,"$1,660",NA,20,Multi-Family Home,925,(309) 212-6165,4,4,1,1,0,0,0,0,0,0,10,5,6,4,0,NA,40.109006,-88.236091,5,33423,3.14,10.3,39,2.37,46,2.2,290,0.29,0.047,1.9,1.5,0.96,60,39,81,10,6,1,2,https://trulia.com/c/il//champaign/207-e-john-st-champaign-il-61820--1028671022
212 W Healey St #302,Champaign,IL,61820,"$1,100",NA,18,Multi-Family Home,NA,Phone not provided,2,2,2,2,0,0,0,0,0,0,10,4,6,4,0,NA,40.111666,-88.245851,5,30503,3.14,10.3,39.1,2.49,46,2.3,330,0.4,0.046,1.9,0.91,0.79,53,33,71,7,5,1,4,https://trulia.com/c/il//champaign/212-w-healey-st-302-champaign-il-61820--2297924999
715 Arlington Ct,Champaign,IL,61820,"$1,327",NA,13,Single-Family Home,"1,094",(217) 840-0388,2,2,1,1,0,0,0,0,0,0,10,5,6,4,0,NA,40.110941,-88.255462,5,17059,3.14,10.4,39.1,1.97,42,2,440,0.62,0.046,2,0.6,0.38,37,24,49,3,4,4,8,https://trulia.com/c/il//champaign/715-arlington-ct-champaign-il-61820--2059011439
212 W Healey St #301,Champaign,IL,61820,$690,NA,18,Multi-Family Home,NA,Phone not provided,1,1,1,1,0,0,0,0,0,0,10,4,6,4,0,NA,40.111666,-88.245851,5,30503,3.14,10.3,39.1,2.49,46,2.3,330,0.4,0.046,1.9,0.91,0.79,53,33,71,7,5,1,4,https://trulia.com/c/il//champaign/212-w-healey-st-301-champaign-il-61820--2345922580
310 Cedar St #1,Champaign,IL,61820,$850,NA,22,Multi-Family Home,"1,000",(217) 352-5509,2,2,1,1,0,0,0,0,0,0,10,5,6,4,0,NA,40.099013,-88.247713,5,19247,3.14,10.4,39.1,1.91,42,1.9,230,0.38,0.045,1.6,0.75,0.46,46,25,61,3,3,2,4,https://trulia.com/c/il//champaign/310-cedar-st-1-champaign-il-61820--2328721719
710 Richards Ln,Champaign,IL,61820,"$1,135",NA,10,Single-Family Home,NA,Phone not provided,3,3,1,1,0,0,0,0,0,0,10,5,6,4,0,NA,40.093378,-88.255341,5,8836,3.14,10.4,39.1,0.891,35,1.4,110,0.31,0.042,0.95,0.3,0.068,19,17,20,2,2,5,17,https://trulia.com/c/il//champaign/710-richards-ln-champaign-il-61820--1001604227
1001 S Pine St,Champaign,IL,61820,"$1,195",NA,17,Single-Family Home,"1,100",(217) 621-0429,3,3,1,1,0,0,0,0,0,0,10,5,6,4,0,NA,40.105962,-88.255809,5,16698,3.14,10.4,39.1,1.81,41,1.9,370,0.54,0.045,1.8,0.56,0.32,35,22,46,2,3,4,9,https://trulia.com/c/il//champaign/1001-s-pine-st-champaign-il-61820--1001604259
618 W Green St,Champaign,IL,61820,"$1,090",NA,13,Multi-Family Home,880,Phone not provided,2,2,1,1,0,0,0,0,0,0,10,5,6,4,0,NA,40.110160,-88.253771,5,18485,3.14,10.4,39.1,2.11,43,2,420,0.57,0.046,2,0.65,0.48,40,25,54,3,4,3,7,https://trulia.com/c/il//champaign/618-w-green-st-loft-champaign-il-61820--1049742075
1200 Mayfair Rd,Champaign,IL,61821,"$1,375",NA,19,Single-Family Home,"1,500",(847) 347-0395,3,3,2,2,0,0,0,0,0,0,10,5,6,4,0,NA,40.103602,-88.270710,5,12512,3.14,10.3,39.2,1.2,36,1.5,190,0.53,0.043,1.5,0.26,0.057,25,26,24,3,4,6,15,https://trulia.com/c/il//champaign/1200-mayfair-rd-champaign-il-61821--1044822666
512 W Green St,Champaign,IL,61820,$595,NA,20,Multi-Family Home,811,(309) 212-6165,2,2,1,1,0,0,0,0,0,0,10,5,6,4,0,NA,40.110159,-88.251363,5,25677,3.14,10.4,39.1,2.26,44,2.1,340,0.47,0.046,1.9,0.79,0.68,47,27,63,5,4,2,5,https://trulia.com/c/il//champaign/512-w-green-st-champaign-il-61820--1004277594
408 W Washington St,Champaign,IL,61820,$630,NA,19,Multi-Family Home,NA,(971) 300-9553,1,1,1,1,0,0,0,0,0,0,10,4,6,4,0,NA,40.120237,-88.249433,5,16707,3.14,10.3,39.1,2.23,43,2.1,520,0.53,0.047,2.4,0.73,0.62,50,41,59,6,6,4,7,https://trulia.com/c/il//champaign/408-w-washington-st-champaign-il-61820--2105191326
3441 Stoneway Ct,Champaign,IL,61822,"$1,000",2011,9,Townhome,"1,294",(217) 621-2772,3,3,2,2,0,0,0,0,0,0,10,4,6,4,0,NA,40.130823,-88.302862,5,6346,3.14,10.3,39.3,0.723,30,1.1,380,0.012,0.044,1.6,0.14,0.018,25,28,21,2,2,11,7,https://trulia.com/c/il//champaign/3441-stoneway-ct-champaign-il-61822--2059026130
607 W University Ave #4,Champaign,IL,61820,$690,1915,19,Multi-Family Home,750,(312) 834-3605,1,1,1,1,3,1,1,1,0,1,10,4,6,4,2,4,40.116262,-88.252749,5,18139,3.14,10.3,39.1,2.15,43,2.1,480,0.57,0.046,2.3,0.66,0.51,44,33,55,4,5,3,7,https://trulia.com/c/il//champaign/607-w-university-ave-4-champaign-il-61820--2337639225
510 Ridgewood Ct,Champaign,IL,61821,"$1,000",1975,15,Single-Family Home,"1,000",(217) 239-7139,3,3,1,1,0,2,2,0,0,3,10,4,6,4,2,5,40.111264,-88.296606,5,10297,3.14,10.3,39.2,1.16,33,1.4,330,0.17,0.042,1.4,0.16,0.032,39,40,38,3,4,8,10,https://trulia.com/c/il//champaign/510-ridgewood-ct-champaign-il-61821--2059021028
507 W Columbia Ave #2,Champaign,IL,61820,$555,1920,16,Multi-Family Home,NA,(312) 834-3605,1,1,1,1,2,1,2,0,0,1,10,4,6,4,2,4,40.121166,-88.251103,5,14091,3.14,10.3,39.1,1.97,41,1.9,520,0.61,0.047,2.6,0.65,0.4,46,39,53,5,7,5,8,https://trulia.com/c/il//champaign/507-w-columbia-ave-2-champaign-il-61820--2175453136
2508 Fields South Dr #203,Champaign,IL,61822,"$1,085",NA,10,Multi-Family Home,"1,100",(815) 908-9856,2,2,2,2,0,2,2,0,0,3,10,5,6,4,2,4,40.081675,-88.309083,5,5431,3.14,10.3,39.3,0.909,30,1.1,210,0.067,0.037,0.28,0.13,0.017,19,27,10,3,2,4,16,https://trulia.com/c/il//champaign/2508-fields-south-dr-203-champaign-il-61822--2346361197
2111 Belmore Ct,Champaign,IL,61821,"$1,475",NA,18,Single-Family Home,"1,730",(217) 840-0115,3,3,2,2,3,1,1,0,0,2,10,5,6,4,2,5,40.087640,-88.280573,5,11232,3.14,10.3,39.2,0.796,33,1.3,46,0.15,0.04,0.66,0.18,0.008,20,22,18,2,3,6,18,https://trulia.com/c/il//champaign/2111-belmore-ct-champaign-il-61821--2059018941
803 Breen Dr,Champaign,IL,61820,"$1,200",NA,21,Single-Family Home,"1,230",(217) 621-0429,3,3,1,1,3,1,1,1,0,1,10,5,6,4,2,4,40.094087,-88.255800,5,9414,3.14,10.4,39.1,0.916,35,1.4,110,0.34,0.042,1,0.31,0.072,19,17,20,2,2,5,17,https://trulia.com/c/il//champaign/803-breen-dr-champaign-il-61820--1001604261
