Address,City,State,Zip_Code,Rent_Per_Month,Year,Days_on_Trulia,Type,Sqft,Phone_Number,Bedroom_min,Bedroom_max,Bathroom_min,Bathroom_max,Assault,Arrest,Theft,Vandalism,Burglary,Crime_Other,Elementary_School_Count,Elementary_School_Avg_Score,Middle_School_Count,Middle_School_Avg_Score,High_School_Count,High_School_Avg_Score,Driving,Transit,Walking,Cycling,Restaurant,Groceries,Nightlife,Cafe,Shopping,Entertainment,Beauty,Active_life,Latitude,Longitude,EPA_Region,Population,Input_area.sq..miles.,Particulate_Matter,Ozone,NATA._Diesel_PM,NATA._Air_Toxics_Cancer_Risk,NATA._Respiratory_Hazard_Index,Traffic_Proximity_and_Volume,Lead_Paint_Indicator,Superfund_Proximity,RMP_Proximity,Hazardous_Waste_Proximity,Wastewater_Discharge_Indicator,Demographic_Index.,Minority_Population.,Low_Income_Population.,Linguistically_Isolated_Population.,Population_with_Less_Than_High_School_Education.,Population_under_Age_5.,Population_over_Age_64.,URL,Short_form_ID,STATEFP10,COUNTYFP10,TRACTCE10,BLOCKCE10,GEOID10,NAME10,MTFCC10,UR10,UACE10,UATYPE,FUNCSTAT10,ALAND10,AWATER10,INTPTLAT10,INTPTLON10
1900 Turner McCall Boulevard Southwest,Rome,GA,30161.0,"$1,000 ",,80.0,Single-Family Home,"1,600",(678) 842-8570,3.0,3.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,99.0,0.0,0.0,0.0,45.0,1.0,8.0,5.0,63.0,4.0,28.0,11.0,34.240932,-85.161334,4,5528,3.14,9.67,35.2,1.41,58,2.5,480.0,0.54,0.039,1.4,0.13,0.045,57,49,64,1,33,9,13,https://www.trulia.com/c/ca/p/ga/rome/1900-turner-mccall-blvd-sw-rome-ga-30161--2091943879,4046143295.0,13.0,115.0,900.0,1090.0,131150009001090.0,Block 1090,G5040,U,76204.0,U,S,17253.0,0.0,34.240745000000004,-85.16194859999997
1914 Lake Chase Lane,Jonesboro,GA,30236.0,$985 ,,18.0,Single-Family Home,"1,312",(404) 491-8094,3.0,3.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,3.0,1.0,0.0,97.0,1.0,0.0,0.0,8.0,0.0,3.0,1.0,15.0,3.0,4.0,4.0,33.489787,-84.328592,4,3522,3.14,9.73,34.8,0.754,49,2.8,53.0,0.036000000000000004,0.0098,0.48,0.13,1.7e-06,51,73,29,0,6,5,9,https://www.trulia.com/c/ca/p/ga/jonesboro/1914-lake-chase-ln-jonesboro-ga-30236--1011504800,4048971257.0,13.0,63.0,40606.0,1002.0,130630406061002.0,Block 1002,G5040,R,,,S,2109225.0,15987.0,33.4892987,-84.3185488
1921 Fisher Drive,Stockbridge,GA,30281.0,"$1,295 ",,26.0,Single-Family Home,"2,112",(404) 800-1899,3.0,3.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,1.0,5.0,1.0,0.0,98.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,33.595063,-84.236848,4,4287,3.14,9.8,34.8,0.991,54,5.0,4.4,0.01,0.0095,0.13,0.1,0.0,38,56,20,1,7,6,11,https://www.trulia.com/c/ca/p/ga/stockbridge/1921-fisher-dr-stockbridge-ga-30281--2030386856,4048623828.0,13.0,151.0,70109.0,1001.0,131510701091001.0,Block 1001,G5040,U,3817.0,U,S,1583329.0,3249.0,33.6024263,-84.24311329999998
1948 Boatswain Drive,Hampton,GA,30228.0,"$1,190 ",,13.0,Single-Family Home,"1,306",(404) 495-8563,3.0,3.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,1.0,4.0,0.0,0.0,98.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,1.0,0.0,33.402383,-84.303613,4,3598,3.14,9.65,35.3,0.579,46,2.0,74.0,0.031,0.011,0.78,0.056,0.012,51,51,51,1,12,9,7,https://www.trulia.com/c/ca/p/ga/hampton/1948-boatswain-dr-hampton-ga-30228--1043855328,4049168067.0,13.0,151.0,70501.0,1024.0,131510705011024.0,Block 1024,G5040,U,3817.0,U,S,191775.0,0.0,33.4005182,-84.3009203
195 Sea Marsh Court,Fayetteville,GA,30215.0,"$1,525 ",,5.0,Single-Family Home,"1,700",(803) 381-4933,3.0,3.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7.0,1.0,6.0,1.0,0.0,97.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,33.434257,-84.39836600000002,4,3016,3.14,9.63,35.0,0.5329999999999999,46,2.0,4.0,0.012,0.0099,0.43,0.064,1.5e-05,43,75,12,0,2,4,13,https://www.trulia.com/c/ca/p/ga/fayetteville/195-sea-marsh-ct-fayetteville-ga-30215--1002784849,4028736549.0,13.0,63.0,40608.0,2017.0,130630406082017.0,Block 2017,G5040,U,3817.0,U,S,353153.0,60999.0,33.4336239,-84.3969345
200 Hillcrest Avenue,Fayetteville,GA,30214.0,$950 ,,77.0,Single-Family Home,"1,216",(844) 212-7773,3.0,3.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,1.0,7.0,1.0,0.0,97.0,2.0,0.0,0.0,4.0,1.0,1.0,1.0,2.0,0.0,0.0,3.0,33.526186,-84.562735,4,3615,3.14,9.7,34.1,0.962,50,2.6,260.0,0.023,0.012,2.9,0.049,0.0,66,87,45,5,21,8,5,https://www.trulia.com/c/ca/p/ga/fayetteville/200-hillcrest-ave-fayetteville-ga-30214--2351620803,4046239074.0,13.0,113.0,140204.0,1016.0,131131402041016.0,Block 1016,G5040,U,3817.0,U,S,114135.0,0.0,33.5245877,-84.562855
200 Vienna Cove,Stockbridge,GA,30281.0,"$1,795 ",2000.0,24.0,Single-Family Home,"2,406",(404) 919-9008,3.0,3.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,1.0,7.0,1.0,0.0,98.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,33.478739000000004,-84.25179,4,1814,3.14,9.71,35.2,0.7440000000000001,49,2.3,13.0,0.0,0.01,0.14,0.08,2e-08,24,26,22,2,7,2,13,https://www.trulia.com/c/ca/p/ga/stockbridge/200-vienna-cv-stockbridge-ga-30281--1071683507,4048684070.0,13.0,151.0,70305.0,2001.0,131510703052001.0,Block 2001,G5040,U,3817.0,U,S,2088003.0,46027.0,33.48489,-84.2533936
201 Hillandale Drive,Stockbridge,GA,30281.0,"$1,185 ",,19.0,Single-Family Home,"1,421",(404) 609-1750,3.0,3.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,4.0,1.0,0.0,98.0,1.0,0.0,0.0,22.0,1.0,0.0,1.0,20.0,1.0,18.0,1.0,33.566785,-84.258454,4,7000,3.14,9.78,34.8,1.19,60,7.7,530.0,0.021,0.0096,0.14,0.14,1.7e-05,61,64,58,8,23,8,6,https://www.trulia.com/c/ca/p/ga/stockbridge/201-hillandale-dr-stockbridge-ga-30281--1037124863,3149397806.0,13.0,151.0,70106.0,1024.0,131510701061024.0,Block 1024,G5040,U,3817.0,U,S,1250682.0,0.0,33.5620434,-84.2522755
2018 Elm Grove Lane,Hampton,GA,30228.0,"$1,000 ",,15.0,Single-Family Home,"1,386",(770) 651-0040,3.0,3.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7.0,1.0,4.0,0.0,0.0,98.0,1.0,0.0,0.0,3.0,0.0,0.0,1.0,7.0,0.0,3.0,0.0,33.389702,-84.28161999999998,4,4572,3.14,9.65,35.5,0.585,46,2.0,37.0,0.08800000000000001,0.011,0.58,0.051,0.0084,43,41,45,0,14,8,9,https://www.trulia.com/c/ca/p/ga/hampton/2018-elm-grove-ln-hampton-ga-30228--1071710831,4048513860.0,13.0,151.0,70502.0,1034.0,131510705021034.0,Block 1034,G5040,U,3817.0,U,S,169406.0,10397.0,33.390629100000005,-84.2825933
2030 Woodside Park Drive,Woodstock,GA,30188.0,"$1,800 ",,15.0,Single-Family Home,"1,614",Phone not provided,3.0,3.0,2.0,2.0,,3.0,6.0,,1.0,,1.0,9.0,1.0,7.0,1.0,0.0,98.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,34.146666,-84.44594000000002,4,3879,3.14,9.64,36.4,0.731,47,1.6,0.04,0.024,0.013,0.14,0.033,3.4e-06,12,12,12,3,4,4,14,https://www.trulia.com/c/ca/p/ga/woodstock/2030-woodside-park-dr-woodstock-ga-30188--1009946578,4049093172.0,13.0,57.0,90803.0,3021.0,130570908033021.0,Block 3021,G5040,U,3817.0,U,S,520637.0,0.0,34.148678499999995,-84.4468544
204 1st Leaf,Peachtree City,GA,30269.0,"$1,395 ",1986.0,20.0,Single-Family Home,"1,750",(770) 631-4334,3.0,3.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,9.0,1.0,10.0,1.0,0.0,96.0,3.0,0.0,1.0,14.0,1.0,2.0,3.0,18.0,3.0,2.0,7.0,33.386517,-84.564538,4,5335,3.14,9.58,34.5,0.605,48,1.8,49.0,0.024,0.01,1.5,0.035,0.013,15,16,14,0,2,3,17,https://www.trulia.com/c/ca/p/ga/peachtree-city/204-1st-leaf-peachtree-city-ga-30269--2178969807,4047039411.0,13.0,113.0,140303.0,2000.0,131131403032000.0,Block 2000,G5040,U,3817.0,U,S,735572.0,0.0,33.3813757,-84.5658755
207 Misty Ridge Trail,Stockbridge,GA,30281.0,"$1,450 ",,7.0,Single-Family Home,"1,209",(888) 491-6946,3.0,3.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,4.0,1.0,0.0,98.0,1.0,0.0,0.0,12.0,1.0,1.0,0.0,21.0,0.0,16.0,10.0,33.532475,-84.22934000000002,4,7102,3.14,9.75,35.0,1.28,53,3.3,290.0,0.05,0.01,0.21,0.093,0.0001,64,83,45,4,22,8,10,https://www.trulia.com/c/ca/p/ga/stockbridge/207-misty-ridge-trl-stockbridge-ga-30281--1003029988,4043740731.0,13.0,151.0,70111.0,2017.0,131510701112017.0,Block 2017,G5040,U,3817.0,U,S,313983.0,0.0,33.534529,-84.231383
209 Brown Branch Road,Locust Grove,GA,30248.0,"$1,350 ",,41.0,Single-Family Home,"1,800",(404) 609-0504,3.0,3.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,1.0,4.0,1.0,0.0,97.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.3672,-84.06567,4,1536,3.14,9.7,35.9,0.6659999999999999,46,1.9,5.2,0.085,0.013,0.23,0.031,0.0,28,19,38,0,11,4,6,https://www.trulia.com/c/ca/p/ga/locust-grove/209-brown-branch-rd-locust-grove-ga-30248--2030259129,4047699536.0,13.0,151.0,70403.0,1004.0,131510704031004.0,Block 1004,G5040,R,,,S,131404.0,0.0,33.3653909,-84.0648649
210 Dillard Drive Northeast,Kennesaw,GA,30144.0,"$1,295 ",,2.0,Single-Family Home,"1,508",Phone not provided,3.0,3.0,2.0,2.0,15.0,180.0,331.0,,,,1.0,7.0,1.0,7.0,1.0,0.0,97.0,1.0,0.0,0.0,8.0,1.0,1.0,1.0,8.0,1.0,5.0,3.0,34.0478,-84.548601,4,7594,3.14,9.87,36.0,1.09,51,2.0,660.0,0.056,0.015,0.39,0.04,0.00093,29,35,23,2,7,6,12,https://www.trulia.com/c/ca/p/ga/kennesaw/210-dillard-dr-ne-kennesaw-ga-30144--2091911020,4049651919.0,13.0,67.0,30313.0,5010.0,130670303135010.0,Block 5010,G5040,U,3817.0,U,S,659037.0,0.0,34.0464588,-84.5459083
210 King Arthur Drive,Woodstock,GA,30189.0,"$1,450 ",1972.0,20.0,Single-Family Home,"2,429",(678) 234-0003,3.0,3.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,1.0,7.0,1.0,0.0,99.0,0.0,0.0,0.0,43.0,0.0,8.0,6.0,78.0,5.0,32.0,12.0,34.095646,-84.538321,4,5929,3.14,9.78,36.2,1.02,50,1.9,1100.0,0.044,0.015,0.46,0.043,0.0058,45,41,49,14,22,5,11,https://www.trulia.com/c/ca/p/ga/woodstock/210-king-arthur-dr-woodstock-ga-30189--2030096649,4048839315.0,13.0,57.0,91005.0,1008.0,130570910051008.0,Block 1008,G5040,U,3817.0,U,S,809307.0,0.0,34.0991264,-84.54354909999998
211 Morgans Turn,Peachtree City,GA,30269.0,"$3,000 ",1975.0,52.0,Single-Family Home,"1,063",(770) 634-8672,3.0,3.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7.0,1.0,9.0,1.0,0.0,96.0,3.0,0.0,1.0,15.0,3.0,4.0,1.0,18.0,1.0,16.0,8.0,33.408809000000005,-84.565291,4,3915,3.14,9.59,34.4,0.667,48,1.8,170.0,0.016,0.011,0.64,0.037000000000000005,0.015,18,17,19,1,5,3,19,https://www.trulia.com/c/ca/p/ga/peachtree-city/211-morgans-turn-peachtree-city-ga-30269--1002203010,4037888672.0,13.0,113.0,140304.0,3049.0,131131403043049.0,Block 3049,G5040,U,3817.0,U,S,60889.0,0.0,33.4074212,-84.56456209999997
2112 Highway 34 East,Newnan,GA,30265.0,"$1,400 ",1965.0,94.0,Single-Family Home,"1,526",(404) 372-2744,3.0,3.0,2.0,2.0,69.0,163.0,271.0,,,,1.0,6.0,1.0,6.0,1.0,0.0,99.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,19.0,0.0,11.0,2.0,33.404172,-84.711804,4,2505,3.14,9.55,33.9,0.614,47,1.8,31.0,0.0047,0.012,0.25,0.026,1.2e-07,17,17,17,1,3,2,14,https://www.trulia.com/c/ca/p/ga/newnan/2112-highway-34-e-newnan-ga-30265--2091998491,4045127903.0,13.0,77.0,170306.0,1000.0,130771703061000.0,Block 1000,G5040,R,,,S,4292096.0,71078.0,33.418686,-84.7131335
212 Harris Oaks,Dallas,GA,30157.0,"$1,295 ",1987.0,6.0,Single-Family Home,"1,522",(404) 341-4830,3.0,3.0,2.0,2.0,,3.0,3.0,,1.0,,1.0,6.0,1.0,7.0,1.0,0.0,99.0,1.0,0.0,0.0,10.0,1.0,0.0,0.0,12.0,0.0,5.0,4.0,33.956115000000004,-84.772643,4,3129,3.14,9.73,35.4,0.618,46,1.7,15.0,0.0062,0.021,0.1,0.047,0.0,20,14,26,2,8,4,10,https://www.trulia.com/c/ca/p/ga/dallas/212-harris-oaks-dallas-ga-30157--1050956614,4048970056.0,13.0,223.0,120203.0,2011.0,132231202032011.0,Block 2011,G5040,U,3817.0,U,S,1623428.0,30089.0,33.9528861,-84.767884
216 Chase Woods Circle,Jonesboro,GA,30236.0,"$1,125 ",1985.0,42.0,Single-Family Home,"1,238",(678) 916-9469,3.0,3.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,1.0,4.0,1.0,0.0,97.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,14.0,0.0,10.0,1.0,33.545439,-84.382764,4,9677,3.14,9.79,34.4,1.03,55,3.8,300.0,0.015,0.01,1.5,0.24,2.3e-05,70,86,53,4,19,9,6,https://www.trulia.com/c/ca/p/ga/jonesboro/216-chase-woods-cir-jonesboro-ga-30236--2030213537,4047933810.0,13.0,63.0,40524.0,4004.0,130630405244004.0,Block 4004,G5040,U,3817.0,U,S,94650.0,0.0,33.5450553,-84.38344520000003
216 Overlook Drive,Dallas,GA,30157.0,"$1,410 ",,18.0,Single-Family Home,"1,576",(404) 495-5583,3.0,3.0,2.0,2.0,,3.0,3.0,,1.0,,1.0,6.0,1.0,5.0,1.0,0.0,99.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,33.911649,-84.88459300000002,4,1639,3.14,9.47,35.1,0.46,43,1.5,71.0,0.1,0.03,0.062,0.031,0.0,27,29,26,2,7,7,7,https://www.trulia.com/c/ca/p/ga/dallas/216-overlook-dr-dallas-ga-30157--1071882667,4009561785.0,13.0,223.0,120400.0,2001.0,132231204002001.0,Block 2001,G5040,U,3817.0,U,S,1269020.0,0.0,33.909397600000005,-84.8901505
22 Chelsea Lane,Grantville,GA,30220.0,"$1,000 ",2000.0,83.0,Single-Family Home,998,(706) 664-2623,3.0,3.0,2.0,2.0,3.0,4.0,2.0,,,,1.0,4.0,1.0,6.0,1.0,0.0,99.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,1.0,33.234322,-84.843972,4,2220,3.14,9.47,34.4,0.4270000000000001,46,1.7,36.0,0.17,0.01,0.081,0.017,1.2e-06,34,32,36,5,17,5,8,https://www.trulia.com/c/ca/p/ga/grantville/22-chelsea-ln-grantville-ga-30220--1002432698,4045736468.0,13.0,77.0,170801.0,2067.0,130771708012067.0,Block 2067,G5040,U,34554.0,C,S,69064.0,0.0,33.2335265,-84.8449428
220 Marron Road,Fayetteville,GA,30215.0,"$1,395 ",1980.0,39.0,Single-Family Home,"2,328",(470) 268-9396,3.0,3.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7.0,1.0,9.0,1.0,0.0,97.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,33.417415000000005,-84.420606,4,1995,3.14,9.64,34.8,0.597,46,1.9,15.0,0.043,0.0099,0.4,0.057,7.9e-07,22,33,12,0,7,2,16,https://www.trulia.com/c/ca/p/ga/fayetteville/220-marron-rd-fayetteville-ga-30215--2030142396,4006979367.0,13.0,113.0,140407.0,3032.0,131131404073032.0,Block 3032,G5040,U,3817.0,U,S,281369.0,0.0,33.4180683,-84.4200639
221 Lafayette Street,Dallas,GA,30157.0,"$1,160 ",,10.0,Single-Family Home,"1,339",(888) 714-7672,3.0,3.0,2.0,2.0,,3.0,3.0,,1.0,,1.0,5.0,1.0,5.0,1.0,0.0,99.0,1.0,0.0,0.0,6.0,3.0,0.0,0.0,22.0,0.0,8.0,2.0,33.910283,-84.844234,4,5151,3.14,9.59,35.2,0.642,45,1.6,360.0,0.079,0.024,0.08,0.037000000000000005,0.0,42,50,34,4,13,10,8,https://www.trulia.com/c/ca/p/ga/dallas/221-lafayette-st-dallas-ga-30157--1041444921,4047671781.0,13.0,223.0,120302.0,3147.0,132231203023147.0,Block 3147,G5040,U,3817.0,U,S,22076.0,0.0,33.9095133,-84.8441468
223 Chateau Drive,Fayetteville,GA,30214.0,"$2,300 ",,289.0,Single-Family Home,"2,209",(678) 490-2200,3.0,3.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,1.0,7.0,1.0,0.0,97.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,1.0,33.442947,-84.545645,4,1438,3.14,9.61,34.4,0.578,46,1.8,67.0,0.0022,0.011,0.17,0.042,0.0002,23,26,21,1,5,4,12,https://www.trulia.com/c/ca/p/ga/fayetteville/223-chateau-dr-fayetteville-ga-30214--1045913991,4008135859.0,13.0,113.0,140206.0,1007.0,131131402061007.0,Block 1007,G5040,U,3817.0,U,S,90820.0,0.0,33.4427121,-84.546638
223 Overlook Court,Dallas,GA,30157.0,"$1,400 ",,4.0,Multi-Family,"1,626",(706) 752-7095,3.0,3.0,2.0,2.0,,3.0,3.0,,1.0,,1.0,6.0,1.0,5.0,1.0,0.0,99.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,33.910643,-84.881632,4,1826,3.14,9.48,35.1,0.477,43,1.5,83.0,0.1,0.029,0.063,0.031,0.0,28,30,26,2,7,7,7,https://www.trulia.com/c/ca/p/ga/dallas/223-overlook-ct-dallas-ga-30157--2030013280,4049631984.0,13.0,223.0,120400.0,2001.0,132231204002001.0,Block 2001,G5040,U,3817.0,U,S,1269020.0,0.0,33.909397600000005,-84.8901505
225 South Barbara Lane,Austell,GA,30168.0,"$1,230 ",,10.0,Single-Family Home,"1,692",(888) 491-6946,3.0,3.0,2.0,2.0,,73.0,233.0,,57.0,,1.0,6.0,1.0,5.0,1.0,0.0,95.0,2.0,0.0,0.0,31.0,2.0,3.0,4.0,36.0,2.0,36.0,2.0,33.798486,-84.624965,4,6287,3.14,9.9,34.7,0.96,51,2.1,230.0,0.081,0.015,0.14,0.032,0.00016,72,83,62,7,17,7,3,https://www.trulia.com/c/ca/p/ga/austell/225-s-barbara-ln-austell-ga-30168--2091968558,4015923032.0,13.0,97.0,80103.0,4024.0,130970801034024.0,Block 4024,G5040,U,3817.0,U,S,574453.0,0.0,33.7975304,-84.6302864
228 Leafwood Lane,Riverdale,GA,30274.0,$900 ,,60.0,Single-Family Home,,(770) 882-8315,3.0,3.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,1.0,3.0,1.0,0.0,92.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,33.515941999999995,-84.398501,4,12432,3.14,9.73,34.5,0.8759999999999999,51,2.8,49.0,0.015,0.01,0.21,0.13,3.9e-05,73,90,56,3,15,9,6,https://www.trulia.com/c/ca/p/ga/riverdale/228-leafwood-ln-riverdale-ga-30274--1009904858,4046187553.0,13.0,63.0,40518.0,1006.0,130630405181006.0,Block 1006,G5040,U,3817.0,U,S,39784.0,0.0,33.5148957,-84.3979986
228 Mill Trace,Dallas,GA,30157.0,"$1,235 ",,11.0,Single-Family Home,"1,359",(888) 714-7672,3.0,3.0,2.0,2.0,,3.0,3.0,,1.0,,1.0,6.0,0.0,0.0,1.0,0.0,99.0,1.0,0.0,0.0,8.0,1.0,0.0,0.0,11.0,2.0,10.0,4.0,33.929672,-84.734008,4,2763,3.14,9.74,35.3,0.695,47,1.7,78.0,0.013,0.02,0.16,0.04,0.0,22,24,20,1,8,5,11,https://www.trulia.com/c/ca/p/ga/dallas/228-mill-trce-dallas-ga-30157--1071989318,4009911365.0,13.0,223.0,120202.0,1005.0,132231202021005.0,Block 1005,G5040,U,3817.0,U,S,707976.0,0.0,33.926398299999995,-84.7349898
230 Charlotte Boulevard,Stockbridge,GA,30281.0,"$1,025 ",,6.0,Single-Family Home,"1,360",(470) 309-0205,3.0,3.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,1.0,4.0,1.0,0.0,98.0,1.0,0.0,0.0,4.0,2.0,0.0,2.0,11.0,2.0,5.0,5.0,33.541858000000005,-84.208855,4,3634,3.14,9.75,35.1,1.15,53,3.6,160.0,0.041,0.01,0.37,0.079,3.7e-05,52,57,46,3,18,10,6,https://www.trulia.com/c/ca/p/ga/stockbridge/230-charlotte-blvd-stockbridge-ga-30281--1072003467,4049523184.0,13.0,151.0,70113.0,1049.0,131510701131049.0,Block 1049,G5040,U,3817.0,U,S,26491.0,0.0,33.5411109,-84.20950909999998
230 Parkway Court,Dallas,GA,30157.0,"$1,125 ",,26.0,Multi-Family,"1,376",(470) 252-4280,3.0,3.0,2.0,2.0,,3.0,3.0,,1.0,,1.0,7.0,1.0,7.0,1.0,0.0,99.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,33.977926000000004,-84.76964100000002,4,3559,3.14,9.72,35.5,0.584,45,1.6,8.6,0.0091,0.022,0.1,0.055,0.0,23,24,21,1,11,7,7,https://www.trulia.com/c/ca/p/ga/dallas/230-parkway-ct-dallas-ga-30157--1044329709,4036983195.0,13.0,223.0,120102.0,2037.0,132231201022037.0,Block 2037,G5040,U,3817.0,U,S,592193.0,5267.0,33.9755162,-84.76660109999997
231 Cedar Drive,Peachtree City,GA,30269.0,"$1,400 ",1973.0,67.0,Single-Family Home,"1,251",(404) 419-6459,3.0,3.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7.0,1.0,9.0,1.0,0.0,96.0,3.0,0.0,1.0,21.0,1.0,4.0,4.0,30.0,3.0,18.0,17.0,33.389821000000005,-84.579853,4,3543,3.14,9.57,34.4,0.638,49,1.9,150.0,0.011,0.011,1.4,0.034,0.016,19,18,21,4,8,3,16,https://www.trulia.com/c/ca/p/ga/peachtree-city/231-cedar-dr-peachtree-city-ga-30269--1004070408,4046840364.0,13.0,113.0,140303.0,1008.0,131131403031008.0,Block 1008,G5040,U,3817.0,U,S,66626.0,0.0,33.3908938,-84.5809184
232 Piedmont Court,Temple,GA,30179.0,"$1,300 ",2005.0,35.0,Single-Family Home,"1,347",(404) 276-8194,3.0,3.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,1.0,5.0,1.0,0.0,97.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.711995,-85.047519,4,357,3.14,9.39,34.5,0.5539999999999999,44,1.9,150.0,0.14,0.024,0.11,0.018000000000000002,0.00013000000000000002,30,11,48,0,23,4,25,https://www.trulia.com/c/ca/p/ga/temple/232-piedmont-ct-temple-ga-30179--1004552658,4048212263.0,13.0,45.0,910200.0,1030.0,130459102001030.0,Block 1030,G5040,U,3817.0,U,S,148337.0,0.0,33.713067200000005,-85.0458535
232 Willow Springs Drive,Jonesboro,GA,30238.0,$995 ,,20.0,Single-Family Home,"1,320",(770) 741-2857,3.0,3.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,1.0,3.0,1.0,0.0,97.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,33.499155,-84.399974,4,8820,3.14,9.72,34.5,0.905,50,2.6,47.0,0.006999999999999999,0.01,0.16,0.11,3.7e-05,72,89,56,0,11,8,7,https://www.trulia.com/c/ca/p/ga/jonesboro/232-willow-springs-dr-jonesboro-ga-30238--1004551513,4035396028.0,13.0,63.0,40525.0,1019.0,130630405251019.0,Block 1019,G5040,U,3817.0,U,S,13613.0,0.0,33.499223300000004,-84.40032640000003
233 Greensprings Terrace,Palmetto,GA,30268.0,"$1,300 ",2000.0,53.0,Single-Family Home,"1,580",(706) 671-2189,3.0,3.0,2.0,2.0,2.0,15.0,7.0,,,,1.0,3.0,1.0,3.0,1.0,0.0,98.0,2.0,0.0,0.0,12.0,0.0,0.0,2.0,8.0,0.0,4.0,0.0,33.519511,-84.651686,4,1555,3.14,9.57,34.0,0.474,46,1.8,44.0,0.4,0.013,0.43,0.033,0.0,55,62,48,2,27,5,13,https://www.trulia.com/c/ca/p/ga/palmetto/233-greensprings-ter-palmetto-ga-30268--2030338204,4047492194.0,13.0,121.0,10400.0,3056.0,131210104003056.0,Block 3056,G5040,R,,,S,2030153.0,38141.0,33.5201358,-84.6514266
2334 Iron Horse Drive,Douglasville,GA,30135.0,"$1,020 ",,21.0,Single-Family Home,"1,420",(888) 491-6946,3.0,3.0,2.0,2.0,163.0,108.0,396.0,,,,1.0,6.0,1.0,4.0,1.0,0.0,98.0,2.0,0.0,0.0,7.0,2.0,2.0,0.0,8.0,1.0,9.0,7.0,33.741739,-84.697298,4,3555,3.14,9.73,34.4,0.8340000000000001,48,1.9,350.0,0.08900000000000001,0.016,0.31,0.028,0.0,54,68,40,6,18,7,8,https://www.trulia.com/c/ca/p/ga/douglasville/2334-iron-horse-dr-douglasville-ga-30135--2029950766,4048726244.0,13.0,97.0,80603.0,2068.0,130970806032068.0,Block 2068,G5040,U,3817.0,U,S,78483.0,0.0,33.742124,-84.698902
